"Label (Grouping)","Total:","Total:!!Under 18 years","Total:!!18 to 24 years","Total:!!25 to 34 years","Total:!!35 to 44 years","Total:!!45 to 54 years","Total:!!55 to 64 years","Total:!!65 years and over"
"    Estimate","429,605","87,098","53,897","95,791","64,041","42,743","41,658","44,377"
"Minnetonka city, Minnesota","","","","","","","",""
"    Estimate","54,054","11,472","2,556","7,306","7,475","6,608","7,891","10,746"
"Moorhead city, Minnesota","","","","","","","",""
"    Estimate","43,475","10,076","8,026","5,884","5,274","4,256","4,090","5,869"
"New Brighton city, Minnesota","","","","","","","",""
"    Estimate","21,592","5,497","1,512","4,167","1,834","2,092","2,783","3,707"
"New Hope city, Minnesota","","","","","","","",""
"    Estimate","20,449","3,657","739","3,677","1,794","2,639","3,187","4,756"
"Northfield city, Minnesota","","","","","","","",""
"    Estimate","21,310","3,632","6,989","1,219","1,575","2,258","2,287","3,350"
"Oakdale city, Minnesota","","","","","","","",""
"    Estimate","27,953","5,933","1,600","4,452","3,438","2,640","5,146","4,744"
"Owatonna city, Minnesota","","","","","","","",""
"    Estimate","24,938","6,238","2,044","3,157","3,209","3,144","2,836","4,310"
"Plymouth city, Minnesota","","","","","","","",""
"    Estimate","79,785","21,502","3,045","10,314","10,953","9,456","10,958","13,557"
"Prior Lake city, Minnesota","","","","","","","",""
"    Estimate","27,241","7,600","1,567","2,360","4,625","3,338","3,362","4,389"
"Ramsey city, Minnesota","","","","","","","",""
"    Estimate","27,712","7,731","1,941","3,697","4,131","3,627","3,129","3,456"
"Richfield city, Minnesota","","","","","","","",""
"    Estimate","36,350","8,009","2,571","6,619","5,439","3,439","4,613","5,660"
"Rochester city, Minnesota","","","","","","","",""
"    Estimate","118,924","28,702","8,771","20,346","14,081","14,213","13,807","19,004"
"Rosemount city, Minnesota","","","","","","","",""
"    Estimate","25,205","7,535","1,993","2,710","3,969","3,066","2,984","2,948"
"Roseville city, Minnesota","","","","","","","",""
"    Estimate","36,446","5,656","2,776","6,558","3,634","4,147","4,509","9,166"
"St. Cloud city, Minnesota","","","","","","","",""
"    Estimate","66,741","12,860","11,129","10,053","8,138","6,255","7,480","10,826"
"St. Louis Park city, Minnesota","","","","","","","",""
"    Estimate","48,654","8,495","3,141","11,325","6,614","5,034","5,310","8,735"
"St. Michael city, Minnesota","","","","","","","",""
"    Estimate","23,644","8,788","1,286","2,179","3,480","4,238","2,274","1,399"
"St. Paul city, Minnesota","","","","","","","",""
"    Estimate","308,096","76,494","32,836","55,909","41,641","34,798","31,416","35,002"
"Savage city, Minnesota","","","","","","","",""
"    Estimate","32,367","8,458","2,454","5,023","5,477","4,624","3,526","2,805"
"Shakopee city, Minnesota","","","","","","","",""
"    Estimate","41,571","10,733","3,875","6,445","5,613","6,902","4,528","3,475"
"Shoreview city, Minnesota","","","","","","","",""
"    Estimate","27,125","6,086","991","3,114","3,648","2,512","4,110","6,664"
"South St. Paul city, Minnesota","","","","","","","",""
"    Estimate","22,145","4,848","2,089","3,303","3,728","2,515","2,563","3,099"
"Stillwater city, Minnesota","","","","","","","",""
"    Estimate","19,933","4,639","1,375","1,834","2,994","3,591","2,111","3,389"
"West St. Paul city, Minnesota","","","","","","","",""
"    Estimate","19,517","2,994","1,715","3,140","2,618","2,842","2,176","4,032"
"White Bear Lake city, Minnesota","","","","","","","",""
"    Estimate","25,502","6,514","1,886","3,021","3,534","2,648","3,639","4,260"
"Willmar city, Minnesota","","","","","","","",""
"    Estimate","19,033","4,728","2,246","2,242","2,270","1,993","2,329","3,225"
"Winona city, Minnesota","","","","","","","",""
"    Estimate","25,847","3,108","7,010","4,171","2,649","2,203","2,888","3,818"
"Woodbury city, Minnesota","","","","","","","",""
"    Estimate","72,813","20,212","5,524","7,550","11,223","10,576","8,623","9,105"
"Biloxi city, Mississippi","","","","","","","",""
"    Estimate","46,217","10,260","7,843","5,438","6,524","5,045","4,869","6,238"
"Brandon city, Mississippi","","","","","","","",""
"    Estimate","24,290","6,397","1,846","860","5,502","3,631","2,015","4,039"
"Clinton city, Mississippi","","","","","","","",""
"    Estimate","24,437","5,809","1,971","3,695","3,143","2,025","3,410","4,384"
"Columbus city, Mississippi","","","","","","","",""
"    Estimate","20,655","4,346","2,385","2,011","2,839","1,993","2,798","4,283"
"Greenville city, Mississippi","","","","","","","",""
"    Estimate","27,653","6,814","2,763","3,243","2,938","3,091","3,835","4,969"
"Gulfport city, Mississippi","","","","","","","",""
"    Estimate","71,701","17,264","7,899","11,057","9,036","9,207","8,490","8,748"
"Hattiesburg city, Mississippi","","","","","","","",""
"    Estimate","45,707","8,755","9,479","6,898","4,907","6,194","3,637","5,837"
"Horn Lake city, Mississippi","","","","","","","",""
"    Estimate","27,265","7,996","3,082","3,802","4,538","3,185","2,495","2,167"
"Jackson city, Mississippi","","","","","","","",""
"    Estimate","160,532","39,030","19,634","22,321","19,460","17,766","19,570","22,751"
"Madison city, Mississippi","","","","","","","",""
"    Estimate","25,655","6,552","1,877","2,459","3,121","3,821","3,788","4,037"
"Meridian city, Mississippi","","","","","","","",""
"    Estimate","36,352","8,426","3,224","5,305","5,026","4,064","4,598","5,709"
"Olive Branch city, Mississippi","","","","","","","",""
"    Estimate","38,924","9,023","2,729","5,201","4,791","5,176","4,396","7,608"
"Oxford city, Mississippi","","","","","","","",""
"    Estimate","28,122","4,653","7,383","3,678","3,619","1,515","2,891","4,383"
"Pascagoula city, Mississippi","","","","","","","",""
"    Estimate","26,037","7,321","2,529","3,172","3,118","2,597","3,474","3,826"
"Pearl city, Mississippi","","","","","","","",""
"    Estimate","26,505","5,445","2,682","4,905","3,391","2,475","2,550","5,057"
"Ridgeland city, Mississippi","","","","","","","",""
"    Estimate","24,107","4,159","2,634","3,276","3,475","2,555","4,381","3,627"
"Southaven city, Mississippi","","","","","","","",""
"    Estimate","55,785","15,317","5,727","8,794","7,598","6,122","5,695","6,532"
"Starkville city, Mississippi","","","","","","","",""
"    Estimate","19,231","3,759","3,496","3,205","2,129","1,794","2,017","2,831"
"Tupelo city, Mississippi","","","","","","","",""
"    Estimate","38,314","9,156","4,692","3,864","5,343","4,295","5,237","5,727"
"Vicksburg city, Mississippi","","","","","","","",""
"    Estimate","26,326","5,913","2,826","4,446","3,976","1,867","3,704","3,594"
"Affton CDP, Missouri","","","","","","","",""
"    Estimate","21,267","4,538","822","3,387","2,826","2,160","2,996","4,538"
"Arnold city, Missouri","","","","","","","",""
"    Estimate","20,201","3,136","1,563","2,728","2,938","2,003","3,082","4,751"
"Ballwin city, Missouri","","","","","","","",""
"    Estimate","30,092","6,637","1,734","4,796","4,019","2,535","4,405","5,966"
"Belton city, Missouri","","","","","","","",""
"    Estimate","23,784","7,023","3,045","3,119","3,451","2,267","2,242","2,637"
"Blue Springs city, Missouri","","","","","","","",""
"    Estimate","55,834","14,794","5,424","6,807","6,000","8,258","6,824","7,727"
"Cape Girardeau city, Missouri","","","","","","","",""
"    Estimate","40,552","7,097","7,323","5,990","4,001","3,977","5,195","6,969"
"Chesterfield city, Missouri","","","","","","","",""
"    Estimate","47,527","8,498","3,042","4,140","4,826","6,859","6,914","13,248"
"Columbia city, Missouri","","","","","","","",""
"    Estimate","123,204","24,643","29,329","20,077","14,513","10,428","11,684","12,530"
"Florissant city, Missouri","","","","","","","",""
"    Estimate","50,963","12,182","3,945","8,061","6,289","6,263","7,362","6,861"
"Gladstone city, Missouri","","","","","","","",""
"    Estimate","27,487","5,437","2,239","3,442","3,246","3,722","3,789","5,612"
"Grandview city, Missouri","","","","","","","",""
"    Estimate","24,856","6,488","2,150","4,054","2,887","2,936","2,772","3,569"
"Hazelwood city, Missouri","","","","","","","",""
"    Estimate","25,118","4,565","3,125","4,122","3,326","3,463","2,688","3,829"
"Independence city, Missouri","","","","","","","",""
"    Estimate","116,673","30,120","8,220","17,853","13,472","12,367","14,746","19,895"
"Jefferson City city, Missouri","","","","","","","",""
"    Estimate","42,684","6,969","3,413","5,908","6,130","6,279","6,490","7,495"
"Joplin city, Missouri","","","","","","","",""
"    Estimate","51,322","11,330","5,988","8,483","6,053","4,854","6,095","8,519"
"Kansas City city, Missouri","","","","","","","",""
"    Estimate","495,278","111,296","43,676","90,461","63,546","57,525","61,964","66,810"
"Kirkwood city, Missouri","","","","","","","",""
"    Estimate","27,807","6,592","1,496","2,039","3,750","3,072","4,914","5,944"
"Lee's Summit city, Missouri","","","","","","","",""
"    Estimate","99,290","27,110","6,715","10,486","15,197","13,106","12,068","14,608"
"Liberty city, Missouri","","","","","","","",""
"    Estimate","32,095","8,574","2,300","4,271","4,668","3,484","3,389","5,409"
"Maryland Heights city, Missouri","","","","","","","",""
"    Estimate","26,966","4,922","3,171","6,163","3,574","2,303","2,792","4,041"
"Mehlville CDP, Missouri","","","","","","","",""
"    Estimate","25,111","4,218","1,632","2,780","2,878","4,099","3,631","5,873"
"Nixa city, Missouri","","","","","","","",""
"    Estimate","23,686","6,487","1,293","3,883","2,671","3,185","2,268","3,899"
"Oakville CDP, Missouri","","","","","","","",""
"    Estimate","33,555","6,209","2,258","3,041","4,015","4,823","6,228","6,981"
"O'Fallon city, Missouri","","","","","","","",""
"    Estimate","88,659","21,667","7,067","10,571","12,352","11,571","12,731","12,700"
"Old Jamestown CDP, Missouri","","","","","","","",""
"    Estimate","23,027","7,998","1,269","1,216","2,264","2,649","3,284","4,347"
"Ozark city, Missouri","","","","","","","",""
"    Estimate","20,890","6,986","1,821","3,159","3,396","2,234","1,847","1,447"
"Raytown city, Missouri","","","","","","","",""
"    Estimate","28,985","6,367","1,783","3,570","3,040","3,550","4,037","6,638"
"St. Charles city, Missouri","","","","","","","",""
"    Estimate","71,009","11,302","9,931","10,998","8,423","7,170","10,591","12,594"
"St. Joseph city, Missouri","","","","","","","",""
"    Estimate","75,053","16,139","6,871","10,786","9,737","9,470","10,161","11,889"
"St. Louis city, Missouri","","","","","","","",""
"    Estimate","300,576","56,271","26,301","61,329","39,963","34,224","39,220","43,268"
"St. Peters city, Missouri","","","","","","","",""
"    Estimate","58,211","12,915","3,382","6,498","9,310","7,199","9,074","9,833"
"Sedalia city, Missouri","","","","","","","",""
"    Estimate","22,939","6,396","1,708","3,293","3,345","1,918","2,516","3,763"
"Springfield city, Missouri","","","","","","","",""
"    Estimate","167,864","30,112","32,033","25,312","19,326","16,757","18,243","26,081"
"University City city, Missouri","","","","","","","",""
"    Estimate","34,170","6,019","4,020","6,423","3,650","1,962","4,477","7,619"
"Warrensburg city, Missouri","","","","","","","",""
"    Estimate","19,159","3,485","5,450","2,526","2,714","1,158","1,612","2,214"
"Webster Groves city, Missouri","","","","","","","",""
"    Estimate","24,398","6,572","1,073","2,756","3,465","2,801","3,567","4,164"
"Wentzville city, Missouri","","","","","","","",""
"    Estimate","41,778","15,078","1,713","7,090","7,391","4,657","1,798","4,051"
"Wildwood city, Missouri","","","","","","","",""
"    Estimate","35,438","8,269","2,785","1,878","4,230","5,731","6,309","6,236"
"Billings city, Montana","","","","","","","",""
"    Estimate","109,577","25,387","8,931","16,209","15,122","11,803","13,329","18,796"
"Bozeman city, Montana","","","","","","","",""
"    Estimate","49,824","6,800","15,324","9,860","4,309","5,117","4,037","4,377"
"Butte-Silver Bow (balance), Montana","","","","","","","",""
"    Estimate","34,012","6,665","3,937","4,154","4,244","3,638","4,883","6,491"
"Great Falls city, Montana","","","","","","","",""
"    Estimate","57,689","11,795","6,712","7,823","6,478","5,411","7,685","11,785"
"Helena city, Montana","","","","","","","",""
"    Estimate","33,126","5,290","3,643","4,722","4,055","3,927","4,555","6,934"
"Kalispell city, Montana","","","","","","","",""
"    Estimate","24,567","5,650","3,113","3,778","2,291","3,786","2,396","3,553"
"Missoula city, Montana","","","","","","","",""
"    Estimate","75,527","13,200","12,106","13,000","10,482","7,742","8,095","10,902"
"Bellevue city, Nebraska","","","","","","","",""
"    Estimate","53,539","11,591","4,502","9,608","7,166","6,153","6,503","8,016"
"Columbus city, Nebraska","","","","","","","",""
"    Estimate","22,933","6,488","2,254","2,705","2,489","2,700","2,585","3,712"
"Fremont city, Nebraska","","","","","","","",""
"    Estimate","24,973","6,030","2,536","2,849","3,484","2,109","3,671","4,294"
"Grand Island city, Nebraska","","","","","","","",""
"    Estimate","50,442","13,755","4,251","6,441","5,884","6,526","5,349","8,236"
"Hastings city, Nebraska","","","","","","","",""
"    Estimate","26,012","6,546","2,625","3,384","3,390","1,765","2,975","5,327"
"Kearney city, Nebraska","","","","","","","",""
"    Estimate","32,318","6,938","6,832","4,333","4,110","2,829","2,958","4,318"
"Lincoln city, Nebraska","","","","","","","",""
"    Estimate","289,096","63,311","47,040","40,261","37,038","28,945","32,457","40,044"
"Norfolk city, Nebraska","","","","","","","",""
"    Estimate","23,201","5,393","2,597","3,117","2,643","2,620","2,883","3,948"
"North Platte city, Nebraska","","","","","","","",""
"    Estimate","22,784","5,137","2,496","2,489","3,205","1,984","2,970","4,503"
"Omaha city, Nebraska","","","","","","","",""
"    Estimate","478,203","120,844","45,942","75,196","61,352","54,829","55,509","64,531"
"Papillion city, Nebraska","","","","","","","",""
"    Estimate","22,548","5,989","2,436","2,098","3,121","2,059","3,141","3,704"
"Carson City, Nevada","","","","","","","",""
"    Estimate","55,916","11,357","3,982","7,360","7,061","6,476","7,813","11,867"
"Elko city, Nevada","","","","","","","",""
"    Estimate","21,355","4,068","2,560","3,308","1,821","3,100","3,305","3,193"
"Enterprise CDP, Nevada","","","","","","","",""
"    Estimate","191,871","47,080","12,367","33,593","35,357","25,521","21,409","16,544"
