"Label (Grouping)","Total:","Total:!!Under .50","Total:!!.50 to .99"
"    Estimate","32,221","539","545"
"Lynbrook village, New York","","",""
"    Estimate","19,548","465","417"
"Massapequa CDP, New York","","",""
"    Estimate","20,125","342","590"
"Medford CDP, New York","","",""
"    Estimate","20,598","331","156"
"Merrick CDP, New York","","",""
"    Estimate","","",""
"Middletown city, New York","","",""
"    Estimate","28,029","1,328","681"
"Monsey CDP, New York","","",""
"    Estimate","25,771","3,889","5,583"
"Mount Vernon city, New York","","",""
"    Estimate","66,476","5,887","3,829"
"Newburgh city, New York","","",""
"    Estimate","27,438","2,941","5,044"
"New City CDP, New York","","",""
"    Estimate","35,301","486","466"
"New Rochelle city, New York","","",""
"    Estimate","75,896","4,767","3,280"
"New York city, New York","","",""
"    Estimate","8,182,461","591,447","720,581"
"Niagara Falls city, New York","","",""
"    Estimate","47,163","5,799","6,196"
"North Babylon CDP, New York","","",""
"    Estimate","20,031","615","589"
"North Bellmore CDP, New York","","",""
"    Estimate","19,682","1,157","762"
"North Tonawanda city, New York","","",""
"    Estimate","29,697","1,115","1,818"
"Oceanside CDP, New York","","",""
"    Estimate","26,639","620","344"
"Ossining village, New York","","",""
"    Estimate","24,372","1,003","1,004"
"Peekskill city, New York","","",""
"    Estimate","","",""
"Plainview CDP, New York","","",""
"    Estimate","28,509","201","505"
"Plattsburgh city, New York","","",""
"    Estimate","19,580","4,282","906"
"Port Chester village, New York","","",""
"    Estimate","30,730","3,189","949"
"Poughkeepsie city, New York","","",""
"    Estimate","29,779","2,764","2,346"
"Rochester city, New York","","",""
"    Estimate","197,222","19,715","30,127"
"Rockville Centre village, New York","","",""
"    Estimate","","",""
"Rome city, New York","","",""
"    Estimate","30,051","875","4,509"
"Ronkonkoma CDP, New York","","",""
"    Estimate","","",""
"Roosevelt CDP, New York","","",""
"    Estimate","","",""
"Rotterdam CDP, New York","","",""
"    Estimate","19,347","181","199"
"Saratoga Springs city, New York","","",""
"    Estimate","25,760","1,003","1,136"
"Schenectady city, New York","","",""
"    Estimate","62,207","7,727","7,544"
"Selden CDP, New York","","",""
"    Estimate","21,960","904","1,277"
"Shirley CDP, New York","","",""
"    Estimate","32,041","1,966","1,206"
"Smithtown CDP, New York","","",""
"    Estimate","25,559","175","1,035"
"Spring Valley village, New York","","",""
"    Estimate","29,360","1,914","7,156"
"Syosset CDP, New York","","",""
"    Estimate","20,801","66","254"
"Syracuse city, New York","","",""
"    Estimate","128,008","21,461","18,646"
"Tonawanda CDP, New York","","",""
"    Estimate","56,499","2,283","1,693"
"Troy city, New York","","",""
"    Estimate","44,818","6,120","4,374"
"Uniondale CDP, New York","","",""
"    Estimate","30,810","2,242","2,219"
"Utica city, New York","","",""
"    Estimate","57,439","6,759","10,082"
"Valley Stream village, New York","","",""
"    Estimate","37,180","919","702"
"Watertown city, New York","","",""
"    Estimate","24,049","3,275","2,304"
"West Babylon CDP, New York","","",""
"    Estimate","41,355","895","1,915"
"West Hempstead CDP, New York","","",""
"    Estimate","21,171","709","640"
"West Islip CDP, New York","","",""
"    Estimate","26,016","518","112"
"West Seneca CDP, New York","","",""
"    Estimate","44,638","1,296","1,681"
"White Plains city, New York","","",""
"    Estimate","57,454","2,341","4,449"
"Yonkers city, New York","","",""
"    Estimate","197,745","14,931","13,068"
"Apex town, North Carolina","","",""
"    Estimate","59,189","2,252","1,273"
"Asheboro city, North Carolina","","",""
"    Estimate","25,109","3,565","3,107"
"Asheville city, North Carolina","","",""
"    Estimate","89,538","3,333","10,459"
"Boone town, North Carolina","","",""
"    Estimate","14,285","4,335","2,800"
"Burlington city, North Carolina","","",""
"    Estimate","53,105","4,215","7,252"
"Carrboro town, North Carolina","","",""
"    Estimate","20,298","1,850","1,261"
"Cary town, North Carolina","","",""
"    Estimate","170,792","3,826","3,621"
"Chapel Hill town, North Carolina","","",""
"    Estimate","51,600","6,313","4,320"
"Charlotte city, North Carolina","","",""
"    Estimate","871,554","40,172","57,394"
"Clayton town, North Carolina","","",""
"    Estimate","24,733","94","4,275"
"Clemmons village, North Carolina","","",""
"    Estimate","22,186","285","954"
"Concord city, North Carolina","","",""
"    Estimate","95,025","2,667","3,344"
"Cornelius town, North Carolina","","",""
"    Estimate","30,249","842","1,197"
"Durham city, North Carolina","","",""
"    Estimate","268,525","19,884","21,044"
"Fayetteville city, North Carolina","","",""
"    Estimate","195,994","16,045","21,819"
"Fuquay-Varina town, North Carolina","","",""
"    Estimate","30,224","894","467"
"Garner town, North Carolina","","",""
"    Estimate","30,676","189","1,257"
"Gastonia city, North Carolina","","",""
"    Estimate","74,854","2,793","5,402"
"Goldsboro city, North Carolina","","",""
"    Estimate","32,675","2,936","4,145"
"Greensboro city, North Carolina","","",""
"    Estimate","280,192","22,946","32,381"
"Greenville city, North Carolina","","",""
"    Estimate","86,925","8,670","11,791"
"Harrisburg town, North Carolina","","",""
"    Estimate","","",""
"Havelock city, North Carolina","","",""
"    Estimate","17,752","0","1,635"
"Hickory city, North Carolina","","",""
"    Estimate","39,664","3,311","5,036"
"High Point city, North Carolina","","",""
"    Estimate","107,144","6,956","9,560"
"Holly Springs town, North Carolina","","",""
"    Estimate","37,645","831","229"
"Huntersville town, North Carolina","","",""
"    Estimate","57,676","960","920"
"Indian Trail town, North Carolina","","",""
"    Estimate","40,100","799","598"
"Jacksonville city, North Carolina","","",""
"    Estimate","54,605","3,607","2,409"
"Kannapolis city, North Carolina","","",""
"    Estimate","49,733","4,029","2,747"
"Kernersville town, North Carolina","","",""
"    Estimate","25,198","1,195","646"
"Leland town, North Carolina","","",""
"    Estimate","24,200","0","1,019"
"Lenoir city, North Carolina","","",""
"    Estimate","20,175","822","644"
"Lumberton city, North Carolina","","",""
"    Estimate","20,072","3,156","3,702"
"Matthews town, North Carolina","","",""
"    Estimate","32,899","349","1,849"
"Mint Hill town, North Carolina","","",""
"    Estimate","27,615","838","1,529"
"Monroe city, North Carolina","","",""
"    Estimate","35,008","3,081","3,651"
"Mooresville town, North Carolina","","",""
"    Estimate","38,658","1,858","2,783"
"Morganton city, North Carolina","","",""
"    Estimate","19,577","1,805","5,985"
"Morrisville town, North Carolina","","",""
"    Estimate","28,803","2,086","1,122"
"Murraysville CDP, North Carolina","","",""
"    Estimate","21,752","221","378"
"New Bern city, North Carolina","","",""
"    Estimate","29,358","1,996","2,281"
"Raleigh city, North Carolina","","",""
"    Estimate","453,587","25,805","23,796"
"Rocky Mount city, North Carolina","","",""
"    Estimate","50,330","3,512","4,907"
"Salisbury city, North Carolina","","",""
"    Estimate","30,405","2,149","3,891"
"Sanford city, North Carolina","","",""
"    Estimate","29,399","2,495","3,197"
"Stallings town, North Carolina","","",""
"    Estimate","21,511","182","212"
"Statesville city, North Carolina","","",""
"    Estimate","26,750","1,326","1,316"
"Thomasville city, North Carolina","","",""
"    Estimate","26,281","1,548","4,051"
"Wake Forest town, North Carolina","","",""
"    Estimate","45,572","370","1,317"
"Wilmington city, North Carolina","","",""
"    Estimate","118,735","13,538","10,538"
"Wilson city, North Carolina","","",""
"    Estimate","47,764","7,252","7,107"
"Winston-Salem city, North Carolina","","",""
"    Estimate","237,827","16,551","30,188"
"Bismarck city, North Dakota","","",""
"    Estimate","72,691","1,822","3,454"
"Dickinson city, North Dakota","","",""
"    Estimate","24,868","1,555","960"
"Fargo city, North Dakota","","",""
"    Estimate","119,662","8,068","11,243"
"Grand Forks city, North Dakota","","",""
"    Estimate","52,234","4,002","5,706"
"Mandan city, North Dakota","","",""
"    Estimate","22,374","444","808"
"Minot city, North Dakota","","",""
"    Estimate","45,279","1,238","2,632"
"West Fargo city, North Dakota","","",""
"    Estimate","37,057","1,617","952"
"Williston city, North Dakota","","",""
"    Estimate","28,040","572","425"
"Akron city, Ohio","","",""
"    Estimate","192,593","17,791","27,669"
"Alliance city, Ohio","","",""
"    Estimate","19,512","982","2,858"
"Ashland city, Ohio","","",""
"    Estimate","17,003","1,740","775"
"Athens city, Ohio","","",""
"    Estimate","18,090","5,437","2,340"
"Austintown CDP, Ohio","","",""
"    Estimate","27,907","792","2,685"
"Avon city, Ohio","","",""
"    Estimate","","",""
"Avon Lake city, Ohio","","",""
"    Estimate","24,413","1,213","886"
"Barberton city, Ohio","","",""
"    Estimate","25,640","2,091","4,578"
"Beavercreek city, Ohio","","",""
"    Estimate","46,445","1,060","1,285"
"Berea city, Ohio","","",""
"    Estimate","17,775","1,401","1,220"
"Boardman CDP, Ohio","","",""
"    Estimate","33,887","1,075","2,640"
"Bowling Green city, Ohio","","",""
"    Estimate","25,936","4,071","4,602"
"Brunswick city, Ohio","","",""
"    Estimate","34,339","1,484","499"
"Canton city, Ohio","","",""
"    Estimate","67,459","9,524","11,971"
"Centerville city, Ohio","","",""
"    Estimate","20,609","75","1,438"
"Chillicothe city, Ohio","","",""
"    Estimate","23,047","1,543","2,088"
"Cincinnati city, Ohio","","",""
"    Estimate","291,345","36,086","31,245"
"Cleveland city, Ohio","","",""
"    Estimate","370,709","42,404","71,905"
"Cleveland Heights city, Ohio","","",""
"    Estimate","43,120","2,685","2,530"
"Columbus city, Ohio","","",""
"    Estimate","877,527","60,585","82,778"
"Cuyahoga Falls city, Ohio","","",""
"    Estimate","48,541","2,404","4,343"
"Dayton city, Ohio","","",""
"    Estimate","127,524","17,746","19,954"
"Delaware city, Ohio","","",""
"    Estimate","41,962","1,480","3,072"
"Dublin city, Ohio","","",""
"    Estimate","45,726","654","150"
"Elyria city, Ohio","","",""
"    Estimate","53,212","7,363","5,790"
"Euclid city, Ohio","","",""
"    Estimate","45,950","3,400","4,145"
"Fairborn city, Ohio","","",""
"    Estimate","34,343","4,472","1,283"
"Fairfield city, Ohio","","",""
"    Estimate","42,011","2,170","2,112"
"Findlay city, Ohio","","",""
"    Estimate","39,102","1,638","4,333"
"Gahanna city, Ohio","","",""
"    Estimate","36,298","1,094","372"
"Garfield Heights city, Ohio","","",""
"    Estimate","26,964","1,959","2,972"
"Green city, Ohio","","",""
"    Estimate","25,305","279","626"
"Grove City city, Ohio","","",""
"    Estimate","40,843","754","2,184"
"Hamilton city, Ohio","","",""
"    Estimate","60,408","3,527","4,778"
"Hilliard city, Ohio","","",""
"    Estimate","38,599","303","626"
"Huber Heights city, Ohio","","",""
"    Estimate","41,212","1,366","3,122"
"Hudson city, Ohio","","",""
"    Estimate","","",""
"Kent city, Ohio","","",""
"    Estimate","23,712","3,217","3,792"
"Kettering city, Ohio","","",""
"    Estimate","54,908","1,571","3,753"
"Lakewood city, Ohio","","",""
"    Estimate","49,293","2,308","4,710"
"Lancaster city, Ohio","","",""
"    Estimate","38,905","3,002","3,483"
"Lebanon city, Ohio","","",""
"    Estimate","18,921","81","649"
"Lima city, Ohio","","",""
"    Estimate","33,639","4,034","3,902"
"Lorain city, Ohio","","",""
"    Estimate","62,973","7,653","9,191"
"Mansfield city, Ohio","","",""
"    Estimate","40,121","3,450","6,590"
"Marion city, Ohio","","",""
"    Estimate","30,522","3,466","3,439"
"Marysville city, Ohio","","",""
"    Estimate","21,616","371","1,791"
"Mason city, Ohio","","",""
"    Estimate","33,355","705","526"
"Massillon city, Ohio","","",""
"    Estimate","31,889","2,281","2,785"
"Mayfield Heights city, Ohio","","",""
"    Estimate","24,002","602","1,559"
"Medina city, Ohio","","",""
"    Estimate","25,277","1,282","950"
"Mentor city, Ohio","","",""
"    Estimate","46,790","1,383","2,133"
"Middletown city, Ohio","","",""
"    Estimate","48,529","7,751","5,961"
"Newark city, Ohio","","",""
"    Estimate","49,145","3,434","4,790"
"North Olmsted city, Ohio","","",""
"    Estimate","31,108","1,274","3,698"
"North Ridgeville city, Ohio","","",""
"    Estimate","34,071","430","359"
"North Royalton city, Ohio","","",""
"    Estimate","29,595","338","853"
"Norwood city, Ohio","","",""
"    Estimate","22,017","2,202","1,734"
"Oxford city, Ohio","","",""
"    Estimate","15,331","7,097","898"
"Painesville city, Ohio","","",""
"    Estimate","25,034","1,722","3,071"
"Parma city, Ohio","","",""
"    Estimate","76,767","3,090","3,594"
"Pataskala city, Ohio","","",""
"    Estimate","21,253","1,117","171"
"Perrysburg city, Ohio","","",""
"    Estimate","25,513","488","751"
"Pickerington city, Ohio","","",""
"    Estimate","","",""
"Piqua city, Ohio","","",""
"    Estimate","20,677","541","1,195"
"Reynoldsburg city, Ohio","","",""
"    Estimate","37,420","727","1,377"
"Riverside city, Ohio","","",""
"    Estimate","24,931","2,628","2,175"
"Rocky River city, Ohio","","",""
"    Estimate","19,672","772","252"
"Sandusky city, Ohio","","",""
"    Estimate","24,357","2,206","3,068"
"Shaker Heights city, Ohio","","",""
"    Estimate","26,876","394","607"
"Sidney city, Ohio","","",""
"    Estimate","23,083","776","2,542"
"Solon city, Ohio","","",""
