"Label (Grouping)","Total:","Total:!!9th to 12th grade, no diploma","Total:!!High school graduate (includes equivalency)","Total:!!Bachelor's degree","Total:!!Graduate or professional degree"
"    Estimate","22,754","2,256","6,920","2,291","1,757"
"Cheektowaga CDP, New York","","","","",""
"    Estimate","56,514","2,068","20,549","7,561","5,125"
"Cohoes city, New York","","","","",""
"    Estimate","13,364","1,156","4,795","2,583","919"
"Commack CDP, New York","","","","",""
"    Estimate","28,512","639","5,257","7,791","7,999"
"Copiague CDP, New York","","","","",""
"    Estimate","15,237","1,477","4,817","2,325","1,082"
"Coram CDP, New York","","","","",""
"    Estimate","25,946","1,447","7,768","6,044","3,167"
"Cortland city, New York","","","","",""
"    Estimate","10,858","732","2,928","1,958","1,249"
"Deer Park CDP, New York","","","","",""
"    Estimate","19,226","816","6,113","3,785","2,234"
"Dix Hills CDP, New York","","","","",""
"    Estimate","16,145","918","1,548","4,783","5,932"
"Eastchester CDP, New York","","","","",""
"    Estimate","14,790","385","1,080","5,597","4,679"
"East Meadow CDP, New York","","","","",""
"    Estimate","28,684","1,392","9,029","5,968","4,144"
"East Northport CDP, New York","","","","",""
"    Estimate","16,595","224","4,464","3,474","3,783"
"Elmira city, New York","","","","",""
"    Estimate","17,524","2,317","6,472","1,616","883"
"Elmont CDP, New York","","","","",""
"    Estimate","23,883","1,322","6,579","4,457","1,686"
"Franklin Square CDP, New York","","","","",""
"    Estimate","22,306","844","6,606","5,352","3,560"
"Freeport village, New York","","","","",""
"    Estimate","28,574","2,377","7,178","4,759","2,590"
"Garden City village, New York","","","","",""
"    Estimate","13,679","130","2,531","4,351","4,560"
"Glen Cove city, New York","","","","",""
"    Estimate","19,904","893","4,015","4,979","3,223"
"Harrison village, New York","","","","",""
"    Estimate","18,499","676","3,377","6,003","5,241"
"Hauppauge CDP, New York","","","","",""
"    Estimate","15,173","659","3,264","4,138","2,841"
"Hempstead village, New York","","","","",""
"    Estimate","34,875","2,875","12,547","3,643","1,374"
"Hicksville CDP, New York","","","","",""
"    Estimate","33,491","1,032","8,319","10,288","4,981"
"Holbrook CDP, New York","","","","",""
"    Estimate","19,052","631","5,617","4,467","2,265"
"Holtsville CDP, New York","","","","",""
"    Estimate","14,992","553","3,951","3,347","2,216"
"Huntington Station CDP, New York","","","","",""
"    Estimate","23,836","2,369","4,655","5,601","3,378"
"Irondequoit CDP, New York","","","","",""
"    Estimate","37,830","1,101","8,449","9,541","6,204"
"Ithaca city, New York","","","","",""
"    Estimate","11,455","0","888","3,495","5,481"
"Jamestown city, New York","","","","",""
"    Estimate","18,764","1,809","5,785","2,755","1,692"
"Kingston city, New York","","","","",""
"    Estimate","17,665","1,537","5,975","2,514","2,315"
"Kiryas Joel village, New York","","","","",""
"    Estimate","7,879","2,089","3,263","239","108"
"Lake Ronkonkoma CDP, New York","","","","",""
"    Estimate","14,931","778","5,336","2,489","1,313"
"Levittown CDP, New York","","","","",""
"    Estimate","34,858","1,271","8,946","6,568","5,747"
"Lindenhurst village, New York","","","","",""
"    Estimate","18,972","985","6,321","2,989","2,128"
"Lockport city, New York","","","","",""
"    Estimate","16,452","1,633","4,938","3,220","1,269"
"Long Beach city, New York","","","","",""
"    Estimate","27,036","717","5,627","7,635","5,919"
"Lynbrook village, New York","","","","",""
"    Estimate","14,723","643","2,433","3,729","3,308"
"Massapequa CDP, New York","","","","",""
"    Estimate","14,122","166","2,536","3,746","3,579"
"Medford CDP, New York","","","","",""
"    Estimate","16,586","970","4,345","3,866","2,014"
"Merrick CDP, New York","","","","",""
"    Estimate","14,312","358","1,723","4,920","4,133"
"Middletown city, New York","","","","",""
"    Estimate","18,456","1,876","5,955","1,253","1,953"
"Monsey CDP, New York","","","","",""
"    Estimate","8,602","2,304","2,673","421","197"
"Mount Vernon city, New York","","","","",""
"    Estimate","50,930","5,554","13,323","7,691","7,053"
"Newburgh city, New York","","","","",""
"    Estimate","16,820","1,442","5,584","2,340","1,264"
"New City CDP, New York","","","","",""
"    Estimate","25,952","439","3,801","8,454","6,288"
"New Rochelle city, New York","","","","",""
"    Estimate","58,715","3,923","13,304","11,512","12,564"
"New York city, New York","","","","",""
"    Estimate","5,929,102","476,079","1,446,719","1,347,547","977,853"
"Niagara Falls city, New York","","","","",""
"    Estimate","34,382","2,474","10,287","4,956","3,325"
"North Babylon CDP, New York","","","","",""
"    Estimate","13,802","660","3,819","3,136","1,068"
"North Bellmore CDP, New York","","","","",""
"    Estimate","14,349","208","2,982","3,187","3,064"
"North Tonawanda city, New York","","","","",""
"    Estimate","22,474","1,227","8,125","4,109","1,878"
"Oceanside CDP, New York","","","","",""
"    Estimate","18,787","586","3,440","4,895","4,760"
"Ossining village, New York","","","","",""
"    Estimate","19,220","1,179","4,845","4,479","4,012"
"Peekskill city, New York","","","","",""
"    Estimate","17,632","470","3,723","4,984","2,801"
"Plainview CDP, New York","","","","",""
"    Estimate","19,487","479","3,286","6,616","6,821"
"Plattsburgh city, New York","","","","",""
"    Estimate","11,761","583","3,115","2,578","2,313"
"Port Chester village, New York","","","","",""
"    Estimate","23,090","1,104","7,225","4,018","2,602"
"Poughkeepsie city, New York","","","","",""
"    Estimate","22,585","1,921","5,952","4,048","2,401"
"Rochester city, New York","","","","",""
"    Estimate","134,679","17,117","35,217","21,219","16,761"
"Rockville Centre village, New York","","","","",""
"    Estimate","19,277","553","2,461","7,511","5,593"
"Rome city, New York","","","","",""
"    Estimate","24,328","3,429","7,455","2,554","2,359"
"Ronkonkoma CDP, New York","","","","",""
"    Estimate","14,376","285","4,112","3,254","1,829"
"Roosevelt CDP, New York","","","","",""
"    Estimate","14,058","1,052","5,824","1,467","984"
"Rotterdam CDP, New York","","","","",""
"    Estimate","14,030","338","4,888","2,872","1,454"
"Saratoga Springs city, New York","","","","",""
"    Estimate","20,882","497","2,749","7,732","5,177"
"Schenectady city, New York","","","","",""
"    Estimate","44,326","3,371","14,971","6,274","3,655"
"Selden CDP, New York","","","","",""
"    Estimate","14,914","417","5,332","2,411","1,908"
"Shirley CDP, New York","","","","",""
"    Estimate","21,038","2,866","7,625","1,340","1,468"
"Smithtown CDP, New York","","","","",""
"    Estimate","19,767","1,081","3,819","3,907","5,732"
"Spring Valley village, New York","","","","",""
"    Estimate","15,908","3,321","4,785","1,225","667"
"Syosset CDP, New York","","","","",""
"    Estimate","13,564","42","1,437","5,145","4,444"
"Syracuse city, New York","","","","",""
"    Estimate","88,867","7,947","23,173","14,936","13,330"
"Tonawanda CDP, New York","","","","",""
"    Estimate","44,757","1,384","11,666","9,812","5,627"
"Troy city, New York","","","","",""
"    Estimate","30,706","3,970","8,905","5,082","4,182"
"Uniondale CDP, New York","","","","",""
"    Estimate","19,702","1,595","7,108","2,583","2,956"
"Utica city, New York","","","","",""
"    Estimate","36,716","3,725","12,019","4,490","2,471"
"Valley Stream village, New York","","","","",""
"    Estimate","25,038","1,355","5,314","6,219","3,838"
"Watertown city, New York","","","","",""
"    Estimate","17,134","1,703","5,871","1,945","1,243"
"West Babylon CDP, New York","","","","",""
"    Estimate","30,731","2,208","8,738","5,488","3,792"
"West Hempstead CDP, New York","","","","",""
"    Estimate","14,207","1,270","2,979","3,490","2,574"
"West Islip CDP, New York","","","","",""
"    Estimate","19,217","663","4,565","4,303","3,616"
"West Seneca CDP, New York","","","","",""
"    Estimate","32,826","1,067","11,383","5,853","3,286"
"White Plains city, New York","","","","",""
"    Estimate","41,163","2,066","7,010","9,122","12,218"
"Yonkers city, New York","","","","",""
"    Estimate","132,896","9,942","35,247","25,747","20,777"
"Apex town, North Carolina","","","","",""
"    Estimate","38,104","1,160","3,368","13,189","10,552"
"Asheboro city, North Carolina","","","","",""
"    Estimate","16,990","2,624","4,610","2,100","964"
"Asheville city, North Carolina","","","","",""
"    Estimate","66,935","3,171","11,459","21,120","11,617"
"Boone town, North Carolina","","","","",""
"    Estimate","7,099","429","879","2,023","979"
"Burlington city, North Carolina","","","","",""
"    Estimate","35,938","2,887","9,677","6,712","2,849"
"Carrboro town, North Carolina","","","","",""
"    Estimate","13,546","301","755","3,372","6,988"
"Cary town, North Carolina","","","","",""
"    Estimate","118,721","2,137","11,915","41,762","39,453"
"Chapel Hill town, North Carolina","","","","",""
"    Estimate","33,758","466","2,345","10,194","15,856"
"Charlotte city, North Carolina","","","","",""
"    Estimate","596,804","29,943","96,261","173,703","94,274"
"Clayton town, North Carolina","","","","",""
"    Estimate","16,872","347","4,750","2,499","1,184"
"Clemmons village, North Carolina","","","","",""
"    Estimate","15,897","415","2,285","4,164","3,386"
"Concord city, North Carolina","","","","",""
"    Estimate","61,361","3,488","13,749","15,196","9,834"
"Cornelius town, North Carolina","","","","",""
"    Estimate","21,255","591","2,464","7,956","4,101"
"Durham city, North Carolina","","","","",""
"    Estimate","190,711","10,231","32,975","46,802","50,586"
"Fayetteville city, North Carolina","","","","",""
"    Estimate","129,266","7,705","33,016","22,559","12,034"
"Fuquay-Varina town, North Carolina","","","","",""
"    Estimate","20,243","254","3,679","6,465","2,730"
"Garner town, North Carolina","","","","",""
"    Estimate","20,783","527","5,101","5,116","2,513"
"Gastonia city, North Carolina","","","","",""
"    Estimate","51,520","5,076","15,848","9,412","4,417"
"Goldsboro city, North Carolina","","","","",""
"    Estimate","23,413","2,258","8,799","2,819","1,638"
"Greensboro city, North Carolina","","","","",""
"    Estimate","192,908","13,863","43,379","48,360","26,227"
"Greenville city, North Carolina","","","","",""
"    Estimate","52,402","3,237","13,867","10,182","8,101"
"Harrisburg town, North Carolina","","","","",""
"    Estimate","15,954","135","2,526","6,294","2,369"
"Havelock city, North Carolina","","","","",""
"    Estimate","9,304","193","2,850","1,033","139"
"Hickory city, North Carolina","","","","",""
"    Estimate","27,562","1,760","7,785","5,744","3,018"
"High Point city, North Carolina","","","","",""
"    Estimate","72,816","6,456","14,017","16,179","8,250"
"Holly Springs town, North Carolina","","","","",""
"    Estimate","23,940","1,049","2,942","9,048","5,049"
"Huntersville town, North Carolina","","","","",""
"    Estimate","39,330","1,423","5,205","13,600","8,866"
"Indian Trail town, North Carolina","","","","",""
"    Estimate","26,255","1,051","6,261","6,730","3,150"
"Jacksonville city, North Carolina","","","","",""
"    Estimate","32,466","1,458","9,669","5,411","1,898"
"Kannapolis city, North Carolina","","","","",""
"    Estimate","32,847","2,865","10,635","4,831","1,788"
"Kernersville town, North Carolina","","","","",""
"    Estimate","17,219","1,167","4,365","3,725","2,269"
"Leland town, North Carolina","","","","",""
"    Estimate","18,210","810","4,075","4,093","2,640"
"Lenoir city, North Carolina","","","","",""
"    Estimate","13,772","1,383","3,883","2,777","468"
"Lumberton city, North Carolina","","","","",""
"    Estimate","14,305","1,867","4,225","2,039","1,229"
"Matthews town, North Carolina","","","","",""
"    Estimate","23,714","621","4,404","8,448","3,581"
"Mint Hill town, North Carolina","","","","",""
"    Estimate","19,743","962","4,302","4,490","1,842"
"Monroe city, North Carolina","","","","",""
"    Estimate","21,664","1,911","6,090","3,683","721"
"Mooresville town, North Carolina","","","","",""
"    Estimate","25,886","772","5,105","9,043","2,862"
"Morganton city, North Carolina","","","","",""
"    Estimate","13,102","1,124","2,508","1,136","1,459"
"Morrisville town, North Carolina","","","","",""
"    Estimate","18,546","152","1,574","7,445","7,771"
"Murraysville CDP, North Carolina","","","","",""
"    Estimate","12,696","645","1,781","3,895","2,007"
"New Bern city, North Carolina","","","","",""
"    Estimate","22,129","1,152","5,281","3,871","2,376"
"Raleigh city, North Carolina","","","","",""
"    Estimate","318,649","15,071","53,595","100,779","59,429"
"Rocky Mount city, North Carolina","","","","",""
"    Estimate","36,008","4,053","13,181","4,750","889"
"Salisbury city, North Carolina","","","","",""
"    Estimate","21,568","2,008","6,048","2,827","1,683"
"Sanford city, North Carolina","","","","",""
"    Estimate","18,813","2,562","4,108","3,806","1,111"
"Stallings town, North Carolina","","","","",""
"    Estimate","13,245","576","2,237","3,992","1,897"
"Statesville city, North Carolina","","","","",""
"    Estimate","17,878","1,802","5,231","2,860","1,755"
"Thomasville city, North Carolina","","","","",""
"    Estimate","20,452","1,745","7,506","2,331","800"
"Wake Forest town, North Carolina","","","","",""
"    Estimate","31,195","889","3,789","11,961","5,873"
"Wilmington city, North Carolina","","","","",""
"    Estimate","80,774","4,627","15,572","21,128","12,711"
"Wilson city, North Carolina","","","","",""
"    Estimate","33,411","3,646","10,152","4,401","2,099"
"Winston-Salem city, North Carolina","","","","",""
"    Estimate","158,491","11,281","42,152","30,705","20,628"
"Bismarck city, North Dakota","","","","",""
"    Estimate","49,830","1,365","12,286","12,647","5,078"
"Dickinson city, North Dakota","","","","",""
"    Estimate","16,654","1,794","3,994","2,022","667"
"Fargo city, North Dakota","","","","",""
