"Label (Grouping)","Total:","Total:!!Occupied","Total:!!Vacant"
"    Estimate","9,744","9,121","623"
"Franklin Square CDP, New York","","",""
"    Estimate","10,538","10,228","310"
"Freeport village, New York","","",""
"    Estimate","13,657","13,213","444"
"Garden City village, New York","","",""
"    Estimate","6,994","6,856","138"
"Glen Cove city, New York","","",""
"    Estimate","10,874","10,244","630"
"Harrison village, New York","","",""
"    Estimate","9,981","9,308","673"
"Hauppauge CDP, New York","","",""
"    Estimate","7,207","7,067","140"
"Hempstead village, New York","","",""
"    Estimate","18,413","16,943","1,470"
"Hicksville CDP, New York","","",""
"    Estimate","15,146","15,146","0"
"Holbrook CDP, New York","","",""
"    Estimate","9,805","9,286","519"
"Holtsville CDP, New York","","",""
"    Estimate","6,782","6,634","148"
"Huntington Station CDP, New York","","",""
"    Estimate","11,155","11,003","152"
"Irondequoit CDP, New York","","",""
"    Estimate","23,738","22,087","1,651"
"Ithaca city, New York","","",""
"    Estimate","14,284","12,248","2,036"
"Jamestown city, New York","","",""
"    Estimate","14,550","13,038","1,512"
"Kingston city, New York","","",""
"    Estimate","11,904","10,957","947"
"Kiryas Joel village, New York","","",""
"    Estimate","5,210","4,775","435"
"Lake Ronkonkoma CDP, New York","","",""
"    Estimate","8,250","7,231","1,019"
"Levittown CDP, New York","","",""
"    Estimate","16,733","16,393","340"
"Lindenhurst village, New York","","",""
"    Estimate","9,486","8,970","516"
"Lockport city, New York","","",""
"    Estimate","11,087","9,813","1,274"
"Long Beach city, New York","","",""
"    Estimate","14,821","13,346","1,475"
"Lynbrook village, New York","","",""
"    Estimate","7,829","7,549","280"
"Massapequa CDP, New York","","",""
"    Estimate","6,822","6,554","268"
"Medford CDP, New York","","",""
"    Estimate","7,414","7,166","248"
"Merrick CDP, New York","","",""
"    Estimate","7,523","7,194","329"
"Middletown city, New York","","",""
"    Estimate","12,577","10,945","1,632"
"Monsey CDP, New York","","",""
"    Estimate","4,252","4,125","127"
"Mount Vernon city, New York","","",""
"    Estimate","27,734","26,535","1,199"
"Newburgh city, New York","","",""
"    Estimate","11,997","10,643","1,354"
"New City CDP, New York","","",""
"    Estimate","12,354","11,931","423"
"New Rochelle city, New York","","",""
"    Estimate","33,800","32,251","1,549"
"New York city, New York","","",""
"    Estimate","3,546,601","3,211,033","335,568"
"Niagara Falls city, New York","","",""
"    Estimate","27,018","23,159","3,859"
"North Babylon CDP, New York","","",""
"    Estimate","6,025","5,803","222"
"North Bellmore CDP, New York","","",""
"    Estimate","6,567","6,491","76"
"North Tonawanda city, New York","","",""
"    Estimate","15,219","13,584","1,635"
"Oceanside CDP, New York","","",""
"    Estimate","10,158","9,267","891"
"Ossining village, New York","","",""
"    Estimate","10,942","10,243","699"
"Peekskill city, New York","","",""
"    Estimate","10,980","9,984","996"
"Plainview CDP, New York","","",""
"    Estimate","10,264","9,837","427"
"Plattsburgh city, New York","","",""
"    Estimate","10,654","8,895","1,759"
"Port Chester village, New York","","",""
"    Estimate","10,280","9,713","567"
"Poughkeepsie city, New York","","",""
"    Estimate","15,501","13,895","1,606"
"Rochester city, New York","","",""
"    Estimate","100,603","87,679","12,924"
"Rockville Centre village, New York","","",""
"    Estimate","11,589","10,859","730"
"Rome city, New York","","",""
"    Estimate","15,977","14,338","1,639"
"Ronkonkoma CDP, New York","","",""
"    Estimate","7,518","6,959","559"
"Roosevelt CDP, New York","","",""
"    Estimate","5,381","5,148","233"
"Rotterdam CDP, New York","","",""
"    Estimate","8,705","8,151","554"
"Saratoga Springs city, New York","","",""
"    Estimate","15,102","12,375","2,727"
"Schenectady city, New York","","",""
"    Estimate","30,626","26,574","4,052"
"Selden CDP, New York","","",""
"    Estimate","6,719","6,160","559"
"Shirley CDP, New York","","",""
"    Estimate","9,170","8,647","523"
"Smithtown CDP, New York","","",""
"    Estimate","9,602","9,602","0"
"Spring Valley village, New York","","",""
"    Estimate","9,470","8,379","1,091"
"Syosset CDP, New York","","",""
"    Estimate","6,895","6,760","135"
"Syracuse city, New York","","",""
"    Estimate","71,806","57,114","14,692"
"Tonawanda CDP, New York","","",""
"    Estimate","27,930","27,069","861"
"Troy city, New York","","",""
"    Estimate","24,226","20,417","3,809"
"Uniondale CDP, New York","","",""
"    Estimate","8,970","8,805","165"
"Utica city, New York","","",""
"    Estimate","27,571","22,071","5,500"
"Valley Stream village, New York","","",""
"    Estimate","11,646","10,625","1,021"
"Watertown city, New York","","",""
"    Estimate","13,748","10,818","2,930"
"West Babylon CDP, New York","","",""
"    Estimate","15,182","14,591","591"
"West Hempstead CDP, New York","","",""
"    Estimate","5,927","5,593","334"
"West Islip CDP, New York","","",""
"    Estimate","9,151","8,772","379"
"West Seneca CDP, New York","","",""
"    Estimate","20,323","19,755","568"
"White Plains city, New York","","",""
"    Estimate","25,088","22,740","2,348"
"Yonkers city, New York","","",""
"    Estimate","78,948","74,854","4,094"
"Apex town, North Carolina","","",""
"    Estimate","22,330","20,971","1,359"
"Asheboro city, North Carolina","","",""
"    Estimate","11,558","10,248","1,310"
"Asheville city, North Carolina","","",""
"    Estimate","48,261","40,340","7,921"
"Boone town, North Carolina","","",""
"    Estimate","5,845","5,845","0"
"Burlington city, North Carolina","","",""
"    Estimate","25,372","21,455","3,917"
"Carrboro town, North Carolina","","",""
"    Estimate","9,647","9,072","575"
"Cary town, North Carolina","","",""
"    Estimate","71,182","64,728","6,454"
"Chapel Hill town, North Carolina","","",""
"    Estimate","24,203","21,704","2,499"
"Charlotte city, North Carolina","","",""
"    Estimate","375,538","342,448","33,090"
"Clayton town, North Carolina","","",""
"    Estimate","10,845","9,357","1,488"
"Clemmons village, North Carolina","","",""
"    Estimate","10,109","8,977","1,132"
"Concord city, North Carolina","","",""
"    Estimate","38,380","30,660","7,720"
"Cornelius town, North Carolina","","",""
"    Estimate","15,107","12,920","2,187"
"Durham city, North Carolina","","",""
"    Estimate","124,001","114,726","9,275"
"Fayetteville city, North Carolina","","",""
"    Estimate","94,480","82,087","12,393"
"Fuquay-Varina town, North Carolina","","",""
"    Estimate","11,643","11,103","540"
"Garner town, North Carolina","","",""
"    Estimate","12,443","11,399","1,044"
"Gastonia city, North Carolina","","",""
"    Estimate","32,422","27,796","4,626"
"Goldsboro city, North Carolina","","",""
"    Estimate","18,851","16,208","2,643"
"Greensboro city, North Carolina","","",""
"    Estimate","132,743","118,046","14,697"
"Greenville city, North Carolina","","",""
"    Estimate","43,097","37,402","5,695"
"Harrisburg town, North Carolina","","",""
"    Estimate","7,022","7,022","0"
"Havelock city, North Carolina","","",""
"    Estimate","8,087","7,163","924"
"Hickory city, North Carolina","","",""
"    Estimate","18,206","15,977","2,229"
"High Point city, North Carolina","","",""
"    Estimate","46,840","40,877","5,963"
"Holly Springs town, North Carolina","","",""
"    Estimate","13,523","12,871","652"
"Huntersville town, North Carolina","","",""
"    Estimate","22,161","21,016","1,145"
"Indian Trail town, North Carolina","","",""
"    Estimate","14,455","13,743","712"
"Jacksonville city, North Carolina","","",""
"    Estimate","25,710","21,986","3,724"
"Kannapolis city, North Carolina","","",""
"    Estimate","18,833","16,384","2,449"
"Kernersville town, North Carolina","","",""
"    Estimate","10,310","9,779","531"
"Leland town, North Carolina","","",""
"    Estimate","10,520","9,394","1,126"
"Lenoir city, North Carolina","","",""
"    Estimate","9,580","8,133","1,447"
"Lumberton city, North Carolina","","",""
"    Estimate","8,882","7,177","1,705"
"Matthews town, North Carolina","","",""
"    Estimate","12,437","12,177","260"
"Mint Hill town, North Carolina","","",""
"    Estimate","11,407","10,459","948"
"Monroe city, North Carolina","","",""
"    Estimate","13,491","11,956","1,535"
"Mooresville town, North Carolina","","",""
"    Estimate","16,654","15,730","924"
"Morganton city, North Carolina","","",""
"    Estimate","8,058","7,093","965"
"Morrisville town, North Carolina","","",""
"    Estimate","11,314","10,158","1,156"
"Murraysville CDP, North Carolina","","",""
"    Estimate","8,372","7,689","683"
"New Bern city, North Carolina","","",""
"    Estimate","16,301","14,562","1,739"
"Raleigh city, North Carolina","","",""
"    Estimate","205,534","188,412","17,122"
"Rocky Mount city, North Carolina","","",""
"    Estimate","27,350","22,227","5,123"
"Salisbury city, North Carolina","","",""
"    Estimate","14,462","11,537","2,925"
"Sanford city, North Carolina","","",""
"    Estimate","11,689","10,406","1,283"
"Stallings town, North Carolina","","",""
"    Estimate","6,872","6,732","140"
"Statesville city, North Carolina","","",""
"    Estimate","12,484","10,582","1,902"
"Thomasville city, North Carolina","","",""
"    Estimate","12,537","12,064","473"
"Wake Forest town, North Carolina","","",""
"    Estimate","17,671","16,837","834"
"Wilmington city, North Carolina","","",""
"    Estimate","60,415","54,673","5,742"
"Wilson city, North Carolina","","",""
"    Estimate","22,402","20,130","2,272"
"Winston-Salem city, North Carolina","","",""
"    Estimate","108,880","94,884","13,996"
"Bismarck city, North Dakota","","",""
"    Estimate","35,068","30,833","4,235"
"Dickinson city, North Dakota","","",""
"    Estimate","11,787","10,778","1,009"
"Fargo city, North Dakota","","",""
"    Estimate","62,515","57,118","5,397"
"Grand Forks city, North Dakota","","",""
"    Estimate","27,840","26,391","1,449"
"Mandan city, North Dakota","","",""
"    Estimate","11,074","9,372","1,702"
"Minot city, North Dakota","","",""
"    Estimate","24,043","21,693","2,350"
"West Fargo city, North Dakota","","",""
"    Estimate","15,069","14,582","487"
"Williston city, North Dakota","","",""
"    Estimate","14,484","11,739","2,745"
"Akron city, Ohio","","",""
"    Estimate","96,160","83,821","12,339"
"Alliance city, Ohio","","",""
"    Estimate","9,972","9,549","423"
"Ashland city, Ohio","","",""
"    Estimate","8,563","8,076","487"
"Athens city, Ohio","","",""
"    Estimate","7,891","7,350","541"
"Austintown CDP, Ohio","","",""
"    Estimate","14,607","13,576","1,031"
"Avon city, Ohio","","",""
"    Estimate","8,573","8,332","241"
"Avon Lake city, Ohio","","",""
"    Estimate","10,831","10,488","343"
"Barberton city, Ohio","","",""
"    Estimate","13,204","11,876","1,328"
"Beavercreek city, Ohio","","",""
"    Estimate","19,431","18,158","1,273"
"Berea city, Ohio","","",""
"    Estimate","7,882","7,432","450"
"Boardman CDP, Ohio","","",""
"    Estimate","15,933","15,621","312"
"Bowling Green city, Ohio","","",""
"    Estimate","11,968","11,495","473"
"Brunswick city, Ohio","","",""
"    Estimate","14,712","13,994","718"
"Canton city, Ohio","","",""
"    Estimate","35,252","31,981","3,271"
"Centerville city, Ohio","","",""
"    Estimate","10,326","9,459","867"
"Chillicothe city, Ohio","","",""
"    Estimate","11,292","9,897","1,395"
"Cincinnati city, Ohio","","",""
"    Estimate","158,394","137,582","20,812"
"Cleveland city, Ohio","","",""
"    Estimate","207,813","171,632","36,181"
"Cleveland Heights city, Ohio","","",""
"    Estimate","22,944","20,155","2,789"
"Columbus city, Ohio","","",""
"    Estimate","402,520","368,491","34,029"
"Cuyahoga Falls city, Ohio","","",""
"    Estimate","23,307","22,212","1,095"
"Dayton city, Ohio","","",""
"    Estimate","71,356","56,520","14,836"
"Delaware city, Ohio","","",""
"    Estimate","16,983","16,268","715"
"Dublin city, Ohio","","",""
"    Estimate","17,666","17,353","313"
"Elyria city, Ohio","","",""
"    Estimate","25,337","22,942","2,395"
"Euclid city, Ohio","","",""
"    Estimate","22,713","20,254","2,459"
"Fairborn city, Ohio","","",""
"    Estimate","17,133","16,125","1,008"
"Fairfield city, Ohio","","",""
"    Estimate","19,894","18,200","1,694"
"Findlay city, Ohio","","",""
"    Estimate","19,837","18,582","1,255"
"Gahanna city, Ohio","","",""
"    Estimate","14,335","14,083","252"
"Garfield Heights city, Ohio","","",""
"    Estimate","12,002","10,816","1,186"
"Green city, Ohio","","",""
"    Estimate","11,431","10,613","818"
"Grove City city, Ohio","","",""
"    Estimate","16,125","15,515","610"
"Hamilton city, Ohio","","",""
"    Estimate","27,923","24,268","3,655"
"Hilliard city, Ohio","","",""
"    Estimate","15,149","14,879","270"
"Huber Heights city, Ohio","","",""
"    Estimate","16,072","15,402","670"
"Hudson city, Ohio","","",""
"    Estimate","7,142","7,142","0"
"Kent city, Ohio","","",""
"    Estimate","13,857","10,291","3,566"
"Kettering city, Ohio","","",""
"    Estimate","25,823","24,168","1,655"
"Lakewood city, Ohio","","",""
"    Estimate","26,180","23,673","2,507"
"Lancaster city, Ohio","","",""
"    Estimate","18,579","16,931","1,648"
"Lebanon city, Ohio","","",""
"    Estimate","8,766","7,546","1,220"
"Lima city, Ohio","","",""
"    Estimate","15,850","13,291","2,559"
"Lorain city, Ohio","","",""
"    Estimate","29,159","24,947","4,212"
"Mansfield city, Ohio","","",""
"    Estimate","19,736","17,993","1,743"
"Marion city, Ohio","","",""
"    Estimate","15,121","13,387","1,734"
