"Label (Grouping)","Total:","Total:!!With private health insurance","Total:!!No private health insurance"
"East Meadow CDP, New York","","",""
"    Estimate","37,153","30,089","7,064"
"East Northport CDP, New York","","",""
"    Estimate","23,189","20,511","2,678"
"Elmira city, New York","","",""
"    Estimate","24,721","12,921","11,800"
"Elmont CDP, New York","","",""
"    Estimate","36,289","26,654","9,635"
"Franklin Square CDP, New York","","",""
"    Estimate","29,928","23,299","6,629"
"Freeport village, New York","","",""
"    Estimate","42,595","28,164","14,431"
"Garden City village, New York","","",""
"    Estimate","20,758","18,136","2,622"
"Glen Cove city, New York","","",""
"    Estimate","26,696","18,928","7,768"
"Harrison village, New York","","",""
"    Estimate","28,946","23,574","5,372"
"Hauppauge CDP, New York","","",""
"    Estimate","20,421","18,173","2,248"
"Hempstead village, New York","","",""
"    Estimate","54,415","28,554","25,861"
"Hicksville CDP, New York","","",""
"    Estimate","44,941","36,521","8,420"
"Holbrook CDP, New York","","",""
"    Estimate","28,980","24,774","4,206"
"Holtsville CDP, New York","","",""
"    Estimate","21,691","18,906","2,785"
"Huntington Station CDP, New York","","",""
"    Estimate","35,754","24,468","11,286"
"Irondequoit CDP, New York","","",""
"    Estimate","49,191","37,113","12,078"
"Ithaca city, New York","","",""
"    Estimate","30,660","27,390","3,270"
"Jamestown city, New York","","",""
"    Estimate","28,745","13,879","14,866"
"Kingston city, New York","","",""
"    Estimate","26,428","14,673","11,755"
"Kiryas Joel village, New York","","",""
"    Estimate","26,891","5,128","21,763"
"Lake Ronkonkoma CDP, New York","","",""
"    Estimate","20,645","16,106","4,539"
"Levittown CDP, New York","","",""
"    Estimate","51,080","43,493","7,587"
"Lindenhurst village, New York","","",""
"    Estimate","26,803","22,323","4,480"
"Lockport city, New York","","",""
"    Estimate","20,556","15,391","5,165"
"Long Beach city, New York","","",""
"    Estimate","32,428","24,585","7,843"
"Lynbrook village, New York","","",""
"    Estimate","19,627","16,459","3,168"
"Massapequa CDP, New York","","",""
"    Estimate","20,327","18,365","1,962"
"Medford CDP, New York","","",""
"    Estimate","20,643","18,076","2,567"
"Merrick CDP, New York","","",""
"    Estimate","21,931","19,648","2,283"
"Middletown city, New York","","",""
"    Estimate","27,878","17,810","10,068"
"Monsey CDP, New York","","",""
"    Estimate","25,860","5,431","20,429"
"Mount Vernon city, New York","","",""
"    Estimate","66,550","42,247","24,303"
"Newburgh city, New York","","",""
"    Estimate","28,171","14,682","13,489"
"New City CDP, New York","","",""
"    Estimate","35,301","30,681","4,620"
"New Rochelle city, New York","","",""
"    Estimate","77,605","54,530","23,075"
"New York city, New York","","",""
"    Estimate","8,269,194","4,891,669","3,377,525"
"Niagara Falls city, New York","","",""
"    Estimate","47,458","27,361","20,097"
"North Babylon CDP, New York","","",""
"    Estimate","20,147","15,774","4,373"
"North Bellmore CDP, New York","","",""
"    Estimate","19,682","15,066","4,616"
"North Tonawanda city, New York","","",""
"    Estimate","30,166","21,372","8,794"
"Oceanside CDP, New York","","",""
"    Estimate","26,996","23,570","3,426"
"Ossining village, New York","","",""
"    Estimate","24,432","19,825","4,607"
"Peekskill city, New York","","",""
"    Estimate","24,216","17,317","6,899"
"Plainview CDP, New York","","",""
"    Estimate","28,509","26,181","2,328"
"Plattsburgh city, New York","","",""
"    Estimate","22,157","16,051","6,106"
"Port Chester village, New York","","",""
"    Estimate","30,804","20,875","9,929"
"Poughkeepsie city, New York","","",""
"    Estimate","29,806","19,581","10,225"
"Rochester city, New York","","",""
"    Estimate","202,703","110,277","92,426"
"Rockville Centre village, New York","","",""
"    Estimate","24,345","22,635","1,710"
"Rome city, New York","","",""
"    Estimate","30,051","19,217","10,834"
"Ronkonkoma CDP, New York","","",""
"    Estimate","21,491","18,333","3,158"
"Roosevelt CDP, New York","","",""
"    Estimate","21,792","14,114","7,678"
"Rotterdam CDP, New York","","",""
"    Estimate","19,094","15,402","3,692"
"Saratoga Springs city, New York","","",""
"    Estimate","27,342","23,007","4,335"
"Schenectady city, New York","","",""
"    Estimate","64,391","32,654","31,737"
"Selden CDP, New York","","",""
"    Estimate","21,892","15,747","6,145"
"Shirley CDP, New York","","",""
"    Estimate","32,279","21,331","10,948"
"Smithtown CDP, New York","","",""
"    Estimate","25,559","21,913","3,646"
"Spring Valley village, New York","","",""
"    Estimate","29,297","8,479","20,818"
"Syosset CDP, New York","","",""
"    Estimate","20,801","18,396","2,405"
"Syracuse city, New York","","",""
"    Estimate","139,935","87,327","52,608"
"Tonawanda CDP, New York","","",""
"    Estimate","56,499","44,281","12,218"
"Troy city, New York","","",""
"    Estimate","48,497","29,266","19,231"
"Uniondale CDP, New York","","",""
"    Estimate","34,847","27,544","7,303"
"Utica city, New York","","",""
"    Estimate","58,899","24,113","34,786"
"Valley Stream village, New York","","",""
"    Estimate","37,436","28,627","8,809"
"Watertown city, New York","","",""
"    Estimate","22,996","11,778","11,218"
"West Babylon CDP, New York","","",""
"    Estimate","41,558","35,172","6,386"
"West Hempstead CDP, New York","","",""
"    Estimate","21,245","17,802","3,443"
"West Islip CDP, New York","","",""
"    Estimate","26,233","22,711","3,522"
"West Seneca CDP, New York","","",""
"    Estimate","44,873","35,354","9,519"
"White Plains city, New York","","",""
"    Estimate","57,775","43,010","14,765"
"Yonkers city, New York","","",""
"    Estimate","199,459","128,167","71,292"
"Apex town, North Carolina","","",""
"    Estimate","59,189","48,401","10,788"
"Asheboro city, North Carolina","","",""
"    Estimate","25,187","9,707","15,480"
"Asheville city, North Carolina","","",""
"    Estimate","91,105","58,606","32,499"
"Boone town, North Carolina","","",""
"    Estimate","19,901","17,592","2,309"
"Burlington city, North Carolina","","",""
"    Estimate","53,230","32,630","20,600"
"Carrboro town, North Carolina","","",""
"    Estimate","20,298","16,153","4,145"
"Cary town, North Carolina","","",""
"    Estimate","170,940","145,065","25,875"
"Chapel Hill town, North Carolina","","",""
"    Estimate","63,289","55,679","7,610"
"Charlotte city, North Carolina","","",""
"    Estimate","881,059","601,863","279,196"
"Clayton town, North Carolina","","",""
"    Estimate","24,796","14,702","10,094"
"Clemmons village, North Carolina","","",""
"    Estimate","22,186","17,515","4,671"
"Concord city, North Carolina","","",""
"    Estimate","95,249","69,773","25,476"
"Cornelius town, North Carolina","","",""
"    Estimate","30,249","25,193","5,056"
"Durham city, North Carolina","","",""
"    Estimate","277,724","190,225","87,499"
"Fayetteville city, North Carolina","","",""
"    Estimate","184,709","114,541","70,168"
"Fuquay-Varina town, North Carolina","","",""
"    Estimate","30,180","24,504","5,676"
"Garner town, North Carolina","","",""
"    Estimate","31,182","22,369","8,813"
"Gastonia city, North Carolina","","",""
"    Estimate","75,867","45,309","30,558"
"Goldsboro city, North Carolina","","",""
"    Estimate","29,778","15,408","14,370"
"Greensboro city, North Carolina","","",""
"    Estimate","293,979","181,174","112,805"
"Greenville city, North Carolina","","",""
"    Estimate","92,939","68,549","24,390"
"Harrisburg town, North Carolina","","",""
"    Estimate","24,899","21,735","3,164"
"Havelock city, North Carolina","","",""
"    Estimate","16,716","12,883","3,833"
"Hickory city, North Carolina","","",""
"    Estimate","40,621","23,988","16,633"
"High Point city, North Carolina","","",""
"    Estimate","110,534","66,642","43,892"
"Holly Springs town, North Carolina","","",""
"    Estimate","37,724","32,198","5,526"
"Huntersville town, North Carolina","","",""
"    Estimate","57,850","47,311","10,539"
"Indian Trail town, North Carolina","","",""
"    Estimate","40,251","30,940","9,311"
"Jacksonville city, North Carolina","","",""
"    Estimate","47,170","35,947","11,223"
"Kannapolis city, North Carolina","","",""
"    Estimate","49,671","32,379","17,292"
"Kernersville town, North Carolina","","",""
"    Estimate","25,198","16,956","8,242"
"Leland town, North Carolina","","",""
"    Estimate","24,200","19,756","4,444"
"Lenoir city, North Carolina","","",""
"    Estimate","20,374","11,457","8,917"
"Lumberton city, North Carolina","","",""
"    Estimate","20,072","9,231","10,841"
"Matthews town, North Carolina","","",""
"    Estimate","32,899","26,272","6,627"
"Mint Hill town, North Carolina","","",""
"    Estimate","27,615","22,909","4,706"
"Monroe city, North Carolina","","",""
"    Estimate","34,780","18,183","16,597"
"Mooresville town, North Carolina","","",""
"    Estimate","38,922","29,662","9,260"
"Morganton city, North Carolina","","",""
"    Estimate","19,628","8,975","10,653"
"Morrisville town, North Carolina","","",""
"    Estimate","28,851","24,390","4,461"
"Murraysville CDP, North Carolina","","",""
"    Estimate","21,752","18,083","3,669"
"New Bern city, North Carolina","","",""
"    Estimate","29,364","20,595","8,769"
"Raleigh city, North Carolina","","",""
"    Estimate","467,969","337,761","130,208"
"Rocky Mount city, North Carolina","","",""
"    Estimate","50,886","29,618","21,268"
"Salisbury city, North Carolina","","",""
"    Estimate","32,087","16,609","15,478"
"Sanford city, North Carolina","","",""
"    Estimate","29,307","17,254","12,053"
"Stallings town, North Carolina","","",""
"    Estimate","21,546","16,870","4,676"
"Statesville city, North Carolina","","",""
"    Estimate","26,750","14,980","11,770"
"Thomasville city, North Carolina","","",""
"    Estimate","26,354","14,662","11,692"
"Wake Forest town, North Carolina","","",""
"    Estimate","45,890","39,498","6,392"
"Wilmington city, North Carolina","","",""
"    Estimate","123,054","83,300","39,754"
"Wilson city, North Carolina","","",""
"    Estimate","48,615","24,358","24,257"
"Winston-Salem city, North Carolina","","",""
"    Estimate","245,435","150,796","94,639"
"Bismarck city, North Dakota","","",""
"    Estimate","73,034","59,896","13,138"
"Dickinson city, North Dakota","","",""
"    Estimate","25,342","21,149","4,193"
"Fargo city, North Dakota","","",""
"    Estimate","122,229","96,830","25,399"
"Grand Forks city, North Dakota","","",""
"    Estimate","54,638","44,800","9,838"
"Mandan city, North Dakota","","",""
"    Estimate","22,266","18,326","3,940"
"Minot city, North Dakota","","",""
"    Estimate","42,813","35,023","7,790"
"West Fargo city, North Dakota","","",""
"    Estimate","36,550","30,620","5,930"
"Williston city, North Dakota","","",""
"    Estimate","28,174","20,210","7,964"
"Akron city, Ohio","","",""
"    Estimate","195,092","104,774","90,318"
"Alliance city, Ohio","","",""
"    Estimate","20,880","12,876","8,004"
"Ashland city, Ohio","","",""
"    Estimate","18,617","13,478","5,139"
"Athens city, Ohio","","",""
"    Estimate","26,319","21,408","4,911"
"Austintown CDP, Ohio","","",""
"    Estimate","27,950","18,749","9,201"
"Avon city, Ohio","","",""
"    Estimate","22,451","20,067","2,384"
"Avon Lake city, Ohio","","",""
"    Estimate","24,413","19,488","4,925"
"Barberton city, Ohio","","",""
"    Estimate","25,686","11,818","13,868"
"Beavercreek city, Ohio","","",""
"    Estimate","46,183","39,316","6,867"
"Berea city, Ohio","","",""
"    Estimate","19,577","15,711","3,866"
"Boardman CDP, Ohio","","",""
"    Estimate","33,715","24,042","9,673"
"Bowling Green city, Ohio","","",""
"    Estimate","30,932","25,021","5,911"
"Brunswick city, Ohio","","",""
"    Estimate","34,628","29,102","5,526"
"Canton city, Ohio","","",""
"    Estimate","69,040","29,112","39,928"
"Centerville city, Ohio","","",""
"    Estimate","20,665","15,662","5,003"
"Chillicothe city, Ohio","","",""
"    Estimate","23,047","14,905","8,142"
"Cincinnati city, Ohio","","",""
"    Estimate","300,249","187,972","112,277"
"Cleveland city, Ohio","","",""
"    Estimate","374,980","164,984","209,996"
"Cleveland Heights city, Ohio","","",""
"    Estimate","43,776","31,968","11,808"
"Columbus city, Ohio","","",""
"    Estimate","896,876","587,587","309,289"
"Cuyahoga Falls city, Ohio","","",""
"    Estimate","48,695","33,646","15,049"
"Dayton city, Ohio","","",""
"    Estimate","137,148","62,319","74,829"
"Delaware city, Ohio","","",""
"    Estimate","43,345","32,124","11,221"
"Dublin city, Ohio","","",""
"    Estimate","45,852","42,800","3,052"
"Elyria city, Ohio","","",""
"    Estimate","53,212","31,268","21,944"
"Euclid city, Ohio","","",""
"    Estimate","45,998","25,038","20,960"
"Fairborn city, Ohio","","",""
"    Estimate","34,085","21,413","12,672"
"Fairfield city, Ohio","","",""
"    Estimate","42,145","28,706","13,439"
"Findlay city, Ohio","","",""
"    Estimate","40,197","29,400","10,797"
"Gahanna city, Ohio","","",""
"    Estimate","36,201","28,976","7,225"
"Garfield Heights city, Ohio","","",""
"    Estimate","27,135","15,585","11,550"
"Green city, Ohio","","",""
"    Estimate","25,572","21,645","3,927"
"Grove City city, Ohio","","",""
"    Estimate","40,783","31,679","9,104"
"Hamilton city, Ohio","","",""
"    Estimate","60,559","33,156","27,403"
"Hilliard city, Ohio","","",""
"    Estimate","38,704","33,737","4,967"
"Huber Heights city, Ohio","","",""
"    Estimate","41,142","27,076","14,066"
"Hudson city, Ohio","","",""
"    Estimate","20,581","17,738","2,843"
"Kent city, Ohio","","",""
"    Estimate","29,557","23,889","5,668"
"Kettering city, Ohio","","",""
