"Label (Grouping)","Total:","Total:!!With public coverage","Total:!!No public coverage"
"    Estimate","29,928","9,610","20,318"
"Freeport village, New York","","",""
"    Estimate","42,595","13,846","28,749"
"Garden City village, New York","","",""
"    Estimate","20,758","5,293","15,465"
"Glen Cove city, New York","","",""
"    Estimate","26,696","9,140","17,556"
"Harrison village, New York","","",""
"    Estimate","28,946","8,563","20,383"
"Hauppauge CDP, New York","","",""
"    Estimate","20,421","5,172","15,249"
"Hempstead village, New York","","",""
"    Estimate","54,415","25,932","28,483"
"Hicksville CDP, New York","","",""
"    Estimate","44,941","11,764","33,177"
"Holbrook CDP, New York","","",""
"    Estimate","28,980","6,841","22,139"
"Holtsville CDP, New York","","",""
"    Estimate","21,691","5,379","16,312"
"Huntington Station CDP, New York","","",""
"    Estimate","35,754","12,161","23,593"
"Irondequoit CDP, New York","","",""
"    Estimate","49,191","18,970","30,221"
"Ithaca city, New York","","",""
"    Estimate","30,660","4,905","25,755"
"Jamestown city, New York","","",""
"    Estimate","28,745","17,925","10,820"
"Kingston city, New York","","",""
"    Estimate","26,428","11,726","14,702"
"Kiryas Joel village, New York","","",""
"    Estimate","26,891","22,940","3,951"
"Lake Ronkonkoma CDP, New York","","",""
"    Estimate","20,645","7,673","12,972"
"Levittown CDP, New York","","",""
"    Estimate","51,080","14,386","36,694"
"Lindenhurst village, New York","","",""
"    Estimate","26,803","7,714","19,089"
"Lockport city, New York","","",""
"    Estimate","20,556","7,490","13,066"
"Long Beach city, New York","","",""
"    Estimate","32,428","10,217","22,211"
"Lynbrook village, New York","","",""
"    Estimate","19,627","4,786","14,841"
"Massapequa CDP, New York","","",""
"    Estimate","20,327","3,924","16,403"
"Medford CDP, New York","","",""
"    Estimate","20,643","6,673","13,970"
"Merrick CDP, New York","","",""
"    Estimate","21,931","4,463","17,468"
"Middletown city, New York","","",""
"    Estimate","27,878","12,757","15,121"
"Monsey CDP, New York","","",""
"    Estimate","25,860","19,725","6,135"
"Mount Vernon city, New York","","",""
"    Estimate","66,550","29,964","36,586"
"Newburgh city, New York","","",""
"    Estimate","28,171","13,004","15,167"
"New City CDP, New York","","",""
"    Estimate","35,301","11,042","24,259"
"New Rochelle city, New York","","",""
"    Estimate","77,605","27,594","50,011"
"New York city, New York","","",""
"    Estimate","8,269,194","3,532,210","4,736,984"
"Niagara Falls city, New York","","",""
"    Estimate","47,458","26,280","21,178"
"North Babylon CDP, New York","","",""
"    Estimate","20,147","6,382","13,765"
"North Bellmore CDP, New York","","",""
"    Estimate","19,682","6,820","12,862"
"North Tonawanda city, New York","","",""
"    Estimate","30,166","14,054","16,112"
"Oceanside CDP, New York","","",""
"    Estimate","26,996","7,095","19,901"
"Ossining village, New York","","",""
"    Estimate","24,432","7,669","16,763"
"Peekskill city, New York","","",""
"    Estimate","24,216","8,890","15,326"
"Plainview CDP, New York","","",""
"    Estimate","28,509","6,721","21,788"
"Plattsburgh city, New York","","",""
"    Estimate","22,157","8,551","13,606"
"Port Chester village, New York","","",""
"    Estimate","30,804","13,065","17,739"
"Poughkeepsie city, New York","","",""
"    Estimate","29,806","12,676","17,130"
"Rochester city, New York","","",""
"    Estimate","202,703","105,543","97,160"
"Rockville Centre village, New York","","",""
"    Estimate","24,345","5,824","18,521"
"Rome city, New York","","",""
"    Estimate","30,051","15,037","15,014"
"Ronkonkoma CDP, New York","","",""
"    Estimate","21,491","5,210","16,281"
"Roosevelt CDP, New York","","",""
"    Estimate","21,792","5,694","16,098"
"Rotterdam CDP, New York","","",""
"    Estimate","19,094","6,643","12,451"
"Saratoga Springs city, New York","","",""
"    Estimate","27,342","9,343","17,999"
"Schenectady city, New York","","",""
"    Estimate","64,391","34,933","29,458"
"Selden CDP, New York","","",""
"    Estimate","21,892","7,291","14,601"
"Shirley CDP, New York","","",""
"    Estimate","32,279","10,708","21,571"
"Smithtown CDP, New York","","",""
"    Estimate","25,559","8,018","17,541"
"Spring Valley village, New York","","",""
"    Estimate","29,297","18,756","10,541"
"Syosset CDP, New York","","",""
"    Estimate","20,801","5,297","15,504"
"Syracuse city, New York","","",""
"    Estimate","139,935","66,403","73,532"
"Tonawanda CDP, New York","","",""
"    Estimate","56,499","23,617","32,882"
"Troy city, New York","","",""
"    Estimate","48,497","21,277","27,220"
"Uniondale CDP, New York","","",""
"    Estimate","34,847","8,008","26,839"
"Utica city, New York","","",""
"    Estimate","58,899","36,395","22,504"
"Valley Stream village, New York","","",""
"    Estimate","37,436","11,111","26,325"
"Watertown city, New York","","",""
"    Estimate","22,996","12,666","10,330"
"West Babylon CDP, New York","","",""
"    Estimate","41,558","11,771","29,787"
"West Hempstead CDP, New York","","",""
"    Estimate","21,245","6,091","15,154"
"West Islip CDP, New York","","",""
"    Estimate","26,233","6,659","19,574"
"West Seneca CDP, New York","","",""
"    Estimate","44,873","15,170","29,703"
"White Plains city, New York","","",""
"    Estimate","57,775","16,664","41,111"
"Yonkers city, New York","","",""
"    Estimate","199,459","93,267","106,192"
"Apex town, North Carolina","","",""
"    Estimate","59,189","9,814","49,375"
"Asheboro city, North Carolina","","",""
"    Estimate","25,187","12,943","12,244"
"Asheville city, North Carolina","","",""
"    Estimate","91,105","29,225","61,880"
"Boone town, North Carolina","","",""
"    Estimate","19,901","2,225","17,676"
"Burlington city, North Carolina","","",""
"    Estimate","53,230","21,931","31,299"
"Carrboro town, North Carolina","","",""
"    Estimate","20,298","4,260","16,038"
"Cary town, North Carolina","","",""
"    Estimate","170,940","30,573","140,367"
"Chapel Hill town, North Carolina","","",""
"    Estimate","63,289","12,664","50,625"
"Charlotte city, North Carolina","","",""
"    Estimate","881,059","227,463","653,596"
"Clayton town, North Carolina","","",""
"    Estimate","24,796","9,088","15,708"
"Clemmons village, North Carolina","","",""
"    Estimate","22,186","7,101","15,085"
"Concord city, North Carolina","","",""
"    Estimate","95,249","23,005","72,244"
"Cornelius town, North Carolina","","",""
"    Estimate","30,249","6,487","23,762"
"Durham city, North Carolina","","",""
"    Estimate","277,724","75,656","202,068"
"Fayetteville city, North Carolina","","",""
"    Estimate","184,709","77,954","106,755"
"Fuquay-Varina town, North Carolina","","",""
"    Estimate","30,180","7,047","23,133"
"Garner town, North Carolina","","",""
"    Estimate","31,182","9,944","21,238"
"Gastonia city, North Carolina","","",""
"    Estimate","75,867","29,657","46,210"
"Goldsboro city, North Carolina","","",""
"    Estimate","29,778","16,789","12,989"
"Greensboro city, North Carolina","","",""
"    Estimate","293,979","108,724","185,255"
"Greenville city, North Carolina","","",""
"    Estimate","92,939","25,731","67,208"
"Harrisburg town, North Carolina","","",""
"    Estimate","24,899","3,210","21,689"
"Havelock city, North Carolina","","",""
"    Estimate","16,716","3,777","12,939"
"Hickory city, North Carolina","","",""
"    Estimate","40,621","13,151","27,470"
"High Point city, North Carolina","","",""
"    Estimate","110,534","39,571","70,963"
"Holly Springs town, North Carolina","","",""
"    Estimate","37,724","6,785","30,939"
"Huntersville town, North Carolina","","",""
"    Estimate","57,850","11,212","46,638"
"Indian Trail town, North Carolina","","",""
"    Estimate","40,251","11,618","28,633"
"Jacksonville city, North Carolina","","",""
"    Estimate","47,170","13,481","33,689"
"Kannapolis city, North Carolina","","",""
"    Estimate","49,671","15,995","33,676"
"Kernersville town, North Carolina","","",""
"    Estimate","25,198","8,049","17,149"
"Leland town, North Carolina","","",""
"    Estimate","24,200","9,910","14,290"
"Lenoir city, North Carolina","","",""
"    Estimate","20,374","8,744","11,630"
"Lumberton city, North Carolina","","",""
"    Estimate","20,072","11,706","8,366"
"Matthews town, North Carolina","","",""
"    Estimate","32,899","7,476","25,423"
"Mint Hill town, North Carolina","","",""
"    Estimate","27,615","6,737","20,878"
"Monroe city, North Carolina","","",""
"    Estimate","34,780","15,825","18,955"
"Mooresville town, North Carolina","","",""
"    Estimate","38,922","9,376","29,546"
"Morganton city, North Carolina","","",""
"    Estimate","19,628","10,328","9,300"
"Morrisville town, North Carolina","","",""
"    Estimate","28,851","4,304","24,547"
"Murraysville CDP, North Carolina","","",""
"    Estimate","21,752","3,105","18,647"
"New Bern city, North Carolina","","",""
"    Estimate","29,364","12,526","16,838"
"Raleigh city, North Carolina","","",""
"    Estimate","467,969","122,564","345,405"
"Rocky Mount city, North Carolina","","",""
"    Estimate","50,886","24,449","26,437"
"Salisbury city, North Carolina","","",""
"    Estimate","32,087","14,100","17,987"
"Sanford city, North Carolina","","",""
"    Estimate","29,307","10,853","18,454"
"Stallings town, North Carolina","","",""
"    Estimate","21,546","4,434","17,112"
"Statesville city, North Carolina","","",""
"    Estimate","26,750","12,128","14,622"
"Thomasville city, North Carolina","","",""
"    Estimate","26,354","11,384","14,970"
"Wake Forest town, North Carolina","","",""
"    Estimate","45,890","9,773","36,117"
"Wilmington city, North Carolina","","",""
"    Estimate","123,054","45,826","77,228"
"Wilson city, North Carolina","","",""
"    Estimate","48,615","21,469","27,146"
"Winston-Salem city, North Carolina","","",""
"    Estimate","245,435","89,016","156,419"
"Bismarck city, North Dakota","","",""
"    Estimate","73,034","18,273","54,761"
"Dickinson city, North Dakota","","",""
"    Estimate","25,342","4,583","20,759"
"Fargo city, North Dakota","","",""
"    Estimate","122,229","30,565","91,664"
"Grand Forks city, North Dakota","","",""
"    Estimate","54,638","15,357","39,281"
"Mandan city, North Dakota","","",""
"    Estimate","22,266","5,250","17,016"
"Minot city, North Dakota","","",""
"    Estimate","42,813","10,938","31,875"
"West Fargo city, North Dakota","","",""
"    Estimate","36,550","8,799","27,751"
"Williston city, North Dakota","","",""
"    Estimate","28,174","5,784","22,390"
"Akron city, Ohio","","",""
"    Estimate","195,092","93,755","101,337"
"Alliance city, Ohio","","",""
"    Estimate","20,880","10,370","10,510"
"Ashland city, Ohio","","",""
"    Estimate","18,617","9,192","9,425"
"Athens city, Ohio","","",""
"    Estimate","26,319","5,540","20,779"
"Austintown CDP, Ohio","","",""
"    Estimate","27,950","12,624","15,326"
"Avon city, Ohio","","",""
"    Estimate","22,451","4,834","17,617"
"Avon Lake city, Ohio","","",""
"    Estimate","24,413","7,403","17,010"
"Barberton city, Ohio","","",""
"    Estimate","25,686","15,440","10,246"
"Beavercreek city, Ohio","","",""
"    Estimate","46,183","12,094","34,089"
"Berea city, Ohio","","",""
"    Estimate","19,577","5,984","13,593"
"Boardman CDP, Ohio","","",""
"    Estimate","33,715","11,805","21,910"
"Bowling Green city, Ohio","","",""
"    Estimate","30,932","8,363","22,569"
"Brunswick city, Ohio","","",""
"    Estimate","34,628","9,486","25,142"
"Canton city, Ohio","","",""
"    Estimate","69,040","40,900","28,140"
"Centerville city, Ohio","","",""
"    Estimate","20,665","8,639","12,026"
"Chillicothe city, Ohio","","",""
"    Estimate","23,047","10,406","12,641"
"Cincinnati city, Ohio","","",""
"    Estimate","300,249","113,835","186,414"
"Cleveland city, Ohio","","",""
"    Estimate","374,980","216,901","158,079"
"Cleveland Heights city, Ohio","","",""
"    Estimate","43,776","15,933","27,843"
"Columbus city, Ohio","","",""
"    Estimate","896,876","293,166","603,710"
"Cuyahoga Falls city, Ohio","","",""
"    Estimate","48,695","16,953","31,742"
"Dayton city, Ohio","","",""
"    Estimate","137,148","71,799","65,349"
"Delaware city, Ohio","","",""
"    Estimate","43,345","14,088","29,257"
"Dublin city, Ohio","","",""
"    Estimate","45,852","6,457","39,395"
"Elyria city, Ohio","","",""
"    Estimate","53,212","24,982","28,230"
"Euclid city, Ohio","","",""
"    Estimate","45,998","21,627","24,371"
"Fairborn city, Ohio","","",""
"    Estimate","34,085","14,779","19,306"
"Fairfield city, Ohio","","",""
"    Estimate","42,145","14,328","27,817"
"Findlay city, Ohio","","",""
"    Estimate","40,197","15,092","25,105"
"Gahanna city, Ohio","","",""
"    Estimate","36,201","9,683","26,518"
"Garfield Heights city, Ohio","","",""
"    Estimate","27,135","12,201","14,934"
"Green city, Ohio","","",""
"    Estimate","25,572","7,219","18,353"
"Grove City city, Ohio","","",""
"    Estimate","40,783","13,809","26,974"
"Hamilton city, Ohio","","",""
"    Estimate","60,559","26,790","33,769"
"Hilliard city, Ohio","","",""
"    Estimate","38,704","8,352","30,352"
"Huber Heights city, Ohio","","",""
"    Estimate","41,142","17,186","23,956"
"Hudson city, Ohio","","",""
"    Estimate","20,581","4,659","15,922"
"Kent city, Ohio","","",""
"    Estimate","29,557","8,741","20,816"
"Kettering city, Ohio","","",""
"    Estimate","54,944","17,987","36,957"
"Lakewood city, Ohio","","",""
"    Estimate","49,385","16,154","33,231"
"Lancaster city, Ohio","","",""
"    Estimate","39,504","18,671","20,833"
"Lebanon city, Ohio","","",""
"    Estimate","19,019","3,398","15,621"
"Lima city, Ohio","","",""
