"Label (Grouping)","Total:!!In labor force:!!Civilian labor force:","Total:!!In labor force:!!Civilian labor force:!!Employed","Total:!!In labor force:!!Civilian labor force:!!Unemployed"
"Holbrook CDP, New York","","",""
"    Estimate","16,416","15,801","615"
"Holtsville CDP, New York","","",""
"    Estimate","13,237","13,052","185"
"Huntington Station CDP, New York","","",""
"    Estimate","20,347","19,243","1,104"
"Irondequoit CDP, New York","","",""
"    Estimate","28,492","27,079","1,413"
"Ithaca city, New York","","",""
"    Estimate","15,541","15,204","337"
"Jamestown city, New York","","",""
"    Estimate","12,819","11,546","1,273"
"Kingston city, New York","","",""
"    Estimate","14,086","13,568","518"
"Kiryas Joel village, New York","","",""
"    Estimate","5,175","5,175","0"
"Lake Ronkonkoma CDP, New York","","",""
"    Estimate","10,350","10,040","310"
"Levittown CDP, New York","","",""
"    Estimate","28,664","27,999","665"
"Lindenhurst village, New York","","",""
"    Estimate","15,021","14,685","336"
"Lockport city, New York","","",""
"    Estimate","10,755","10,676","79"
"Long Beach city, New York","","",""
"    Estimate","20,087","19,323","764"
"Lynbrook village, New York","","",""
"    Estimate","11,577","11,023","554"
"Massapequa CDP, New York","","",""
"    Estimate","11,927","11,708","219"
"Medford CDP, New York","","",""
"    Estimate","10,756","10,498","258"
"Merrick CDP, New York","","",""
"    Estimate","10,669","10,465","204"
"Middletown city, New York","","",""
"    Estimate","13,029","12,305","724"
"Monsey CDP, New York","","",""
"    Estimate","7,066","6,399","667"
"Mount Vernon city, New York","","",""
"    Estimate","36,188","34,186","2,002"
"Newburgh city, New York","","",""
"    Estimate","13,948","13,714","234"
"New City CDP, New York","","",""
"    Estimate","18,968","18,465","503"
"New Rochelle city, New York","","",""
"    Estimate","39,989","38,467","1,522"
"New York city, New York","","",""
"    Estimate","4,349,855","4,125,792","224,063"
"Niagara Falls city, New York","","",""
"    Estimate","22,313","21,005","1,308"
"North Babylon CDP, New York","","",""
"    Estimate","10,376","10,071","305"
"North Bellmore CDP, New York","","",""
"    Estimate","10,572","10,161","411"
"North Tonawanda city, New York","","",""
"    Estimate","16,428","15,919","509"
"Oceanside CDP, New York","","",""
"    Estimate","14,729","14,192","537"
"Ossining village, New York","","",""
"    Estimate","13,821","13,441","380"
"Peekskill city, New York","","",""
"    Estimate","13,862","13,549","313"
"Plainview CDP, New York","","",""
"    Estimate","14,466","14,135","331"
"Plattsburgh city, New York","","",""
"    Estimate","10,782","10,460","322"
"Port Chester village, New York","","",""
"    Estimate","18,287","15,945","2,342"
"Poughkeepsie city, New York","","",""
"    Estimate","14,794","14,088","706"
"Rochester city, New York","","",""
"    Estimate","102,855","96,689","6,166"
"Rockville Centre village, New York","","",""
"    Estimate","14,092","13,720","372"
"Rome city, New York","","",""
"    Estimate","13,681","12,855","826"
"Ronkonkoma CDP, New York","","",""
"    Estimate","14,467","14,196","271"
"Roosevelt CDP, New York","","",""
"    Estimate","13,065","12,557","508"
"Rotterdam CDP, New York","","",""
"    Estimate","10,648","10,546","102"
"Saratoga Springs city, New York","","",""
"    Estimate","16,362","16,173","189"
"Schenectady city, New York","","",""
"    Estimate","33,037","30,208","2,829"
"Selden CDP, New York","","",""
"    Estimate","12,061","11,875","186"
"Shirley CDP, New York","","",""
"    Estimate","16,828","16,211","617"
"Smithtown CDP, New York","","",""
"    Estimate","13,372","12,792","580"
"Spring Valley village, New York","","",""
"    Estimate","12,745","11,620","1,125"
"Syosset CDP, New York","","",""
"    Estimate","10,488","10,162","326"
"Syracuse city, New York","","",""
"    Estimate","66,736","62,976","3,760"
"Tonawanda CDP, New York","","",""
"    Estimate","32,388","31,516","872"
"Troy city, New York","","",""
"    Estimate","26,823","24,826","1,997"
"Uniondale CDP, New York","","",""
"    Estimate","16,271","15,558","713"
"Utica city, New York","","",""
"    Estimate","26,077","24,466","1,611"
"Valley Stream village, New York","","",""
"    Estimate","19,656","18,821","835"
"Watertown city, New York","","",""
"    Estimate","9,767","8,885","882"
"West Babylon CDP, New York","","",""
"    Estimate","25,539","24,961","578"
"West Hempstead CDP, New York","","",""
"    Estimate","9,700","9,524","176"
"West Islip CDP, New York","","",""
"    Estimate","15,443","14,597","846"
"West Seneca CDP, New York","","",""
"    Estimate","25,070","24,152","918"
"White Plains city, New York","","",""
"    Estimate","30,976","29,317","1,659"
"Yonkers city, New York","","",""
"    Estimate","101,562","95,528","6,034"
"Apex town, North Carolina","","",""
"    Estimate","32,828","31,839","989"
"Asheboro city, North Carolina","","",""
"    Estimate","10,232","9,520","712"
"Asheville city, North Carolina","","",""
"    Estimate","49,856","48,560","1,296"
"Boone town, North Carolina","","",""
"    Estimate","10,599","8,680","1,919"
"Burlington city, North Carolina","","",""
"    Estimate","26,239","25,214","1,025"
"Carrboro town, North Carolina","","",""
"    Estimate","11,770","11,422","348"
"Cary town, North Carolina","","",""
"    Estimate","92,926","90,195","2,731"
"Chapel Hill town, North Carolina","","",""
"    Estimate","32,296","31,391","905"
"Charlotte city, North Carolina","","",""
"    Estimate","507,258","488,980","18,278"
"Clayton town, North Carolina","","",""
"    Estimate","12,293","11,979","314"
"Clemmons village, North Carolina","","",""
"    Estimate","10,963","10,527","436"
"Concord city, North Carolina","","",""
"    Estimate","52,534","50,533","2,001"
"Cornelius town, North Carolina","","",""
"    Estimate","16,265","15,049","1,216"
"Durham city, North Carolina","","",""
"    Estimate","154,005","148,858","5,147"
"Fayetteville city, North Carolina","","",""
"    Estimate","86,307","79,504","6,803"
"Fuquay-Varina town, North Carolina","","",""
"    Estimate","16,273","15,977","296"
"Garner town, North Carolina","","",""
"    Estimate","18,183","17,456","727"
"Gastonia city, North Carolina","","",""
"    Estimate","39,202","36,740","2,462"
"Goldsboro city, North Carolina","","",""
"    Estimate","12,304","11,955","349"
"Greensboro city, North Carolina","","",""
"    Estimate","154,051","145,286","8,765"
"Greenville city, North Carolina","","",""
"    Estimate","49,649","46,576","3,073"
"Harrisburg town, North Carolina","","",""
"    Estimate","14,172","14,060","112"
"Havelock city, North Carolina","","",""
"    Estimate","8,569","8,171","398"
"Hickory city, North Carolina","","",""
"    Estimate","21,030","20,055","975"
"High Point city, North Carolina","","",""
"    Estimate","53,339","51,019","2,320"
"Holly Springs town, North Carolina","","",""
"    Estimate","18,871","18,172","699"
"Huntersville town, North Carolina","","",""
"    Estimate","32,347","31,220","1,127"
"Indian Trail town, North Carolina","","",""
"    Estimate","23,007","22,407","600"
"Jacksonville city, North Carolina","","",""
"    Estimate","19,465","17,608","1,857"
"Kannapolis city, North Carolina","","",""
"    Estimate","24,783","24,058","725"
"Kernersville town, North Carolina","","",""
"    Estimate","13,949","12,486","1,463"
"Leland town, North Carolina","","",""
"    Estimate","12,006","11,922","84"
"Lenoir city, North Carolina","","",""
"    Estimate","10,480","9,733","747"
"Lumberton city, North Carolina","","",""
"    Estimate","7,773","7,140","633"
"Matthews town, North Carolina","","",""
"    Estimate","17,685","17,376","309"
"Mint Hill town, North Carolina","","",""
"    Estimate","15,415","14,679","736"
"Monroe city, North Carolina","","",""
"    Estimate","17,563","15,798","1,765"
"Mooresville town, North Carolina","","",""
"    Estimate","21,238","20,590","648"
"Morganton city, North Carolina","","",""
"    Estimate","8,355","8,179","176"
"Morrisville town, North Carolina","","",""
"    Estimate","15,840","15,539","301"
"Murraysville CDP, North Carolina","","",""
"    Estimate","","",""
"New Bern city, North Carolina","","",""
"    Estimate","14,077","13,175","902"
"Raleigh city, North Carolina","","",""
"    Estimate","267,288","255,451","11,837"
"Rocky Mount city, North Carolina","","",""
"    Estimate","26,207","23,451","2,756"
"Salisbury city, North Carolina","","",""
"    Estimate","15,280","13,806","1,474"
"Sanford city, North Carolina","","",""
"    Estimate","13,169","12,798","371"
"Stallings town, North Carolina","","",""
"    Estimate","10,878","10,712","166"
"Statesville city, North Carolina","","",""
"    Estimate","14,103","13,315","788"
"Thomasville city, North Carolina","","",""
"    Estimate","12,073","11,820","253"
"Wake Forest town, North Carolina","","",""
"    Estimate","24,123","22,935","1,188"
"Wilmington city, North Carolina","","",""
"    Estimate","61,700","58,947","2,753"
"Wilson city, North Carolina","","",""
"    Estimate","24,371","21,744","2,627"
"Winston-Salem city, North Carolina","","",""
"    Estimate","119,501","113,767","5,734"
"Bismarck city, North Dakota","","",""
"    Estimate","40,800","38,378","2,422"
"Dickinson city, North Dakota","","",""
"    Estimate","12,740","12,544","196"
"Fargo city, North Dakota","","",""
"    Estimate","78,215","76,048","2,167"
"Grand Forks city, North Dakota","","",""
"    Estimate","32,730","31,475","1,255"
"Mandan city, North Dakota","","",""
"    Estimate","13,311","13,102","209"
"Minot city, North Dakota","","",""
"    Estimate","27,352","27,053","299"
"West Fargo city, North Dakota","","",""
"    Estimate","21,778","21,600","178"
"Williston city, North Dakota","","",""
"    Estimate","17,518","17,351","167"
"Akron city, Ohio","","",""
"    Estimate","102,351","94,522","7,829"
"Alliance city, Ohio","","",""
"    Estimate","9,787","9,480","307"
"Ashland city, Ohio","","",""
"    Estimate","9,528","9,056","472"
"Athens city, Ohio","","",""
"    Estimate","14,004","12,435","1,569"
"Austintown CDP, Ohio","","",""
"    Estimate","14,352","13,814","538"
"Avon city, Ohio","","",""
"    Estimate","12,036","11,216","820"
"Avon Lake city, Ohio","","",""
"    Estimate","11,510","11,056","454"
"Barberton city, Ohio","","",""
"    Estimate","12,511","11,270","1,241"
"Beavercreek city, Ohio","","",""
"    Estimate","25,067","24,367","700"
"Berea city, Ohio","","",""
"    Estimate","10,668","10,140","528"
"Boardman CDP, Ohio","","",""
"    Estimate","18,883","18,145","738"
"Bowling Green city, Ohio","","",""
"    Estimate","20,366","19,508","858"
"Brunswick city, Ohio","","",""
"    Estimate","18,048","17,839","209"
"Canton city, Ohio","","",""
"    Estimate","30,124","27,311","2,813"
"Centerville city, Ohio","","",""
"    Estimate","11,105","10,978","127"
"Chillicothe city, Ohio","","",""
"    Estimate","11,088","10,164","924"
"Cincinnati city, Ohio","","",""
"    Estimate","163,075","151,898","11,177"
"Cleveland city, Ohio","","",""
"    Estimate","183,378","163,042","20,336"
"Cleveland Heights city, Ohio","","",""
"    Estimate","25,099","23,610","1,489"
"Columbus city, Ohio","","",""
"    Estimate","521,235","497,102","24,133"
"Cuyahoga Falls city, Ohio","","",""
"    Estimate","28,195","26,793","1,402"
"Dayton city, Ohio","","",""
"    Estimate","64,226","56,509","7,717"
"Delaware city, Ohio","","",""
"    Estimate","22,524","21,640","884"
"Dublin city, Ohio","","",""
"    Estimate","26,700","26,365","335"
"Elyria city, Ohio","","",""
"    Estimate","25,804","24,619","1,185"
"Euclid city, Ohio","","",""
"    Estimate","23,727","21,745","1,982"
"Fairborn city, Ohio","","",""
"    Estimate","16,875","15,927","948"
"Fairfield city, Ohio","","",""
"    Estimate","22,865","22,461","404"
"Findlay city, Ohio","","",""
"    Estimate","20,974","20,287","687"
"Gahanna city, Ohio","","",""
"    Estimate","19,316","19,048","268"
"Garfield Heights city, Ohio","","",""
"    Estimate","13,975","12,787","1,188"
"Green city, Ohio","","",""
"    Estimate","14,286","13,831","455"
"Grove City city, Ohio","","",""
"    Estimate","22,835","22,092","743"
"Hamilton city, Ohio","","",""
"    Estimate","30,736","28,764","1,972"
"Hilliard city, Ohio","","",""
"    Estimate","21,795","21,625","170"
"Huber Heights city, Ohio","","",""
"    Estimate","19,346","18,097","1,249"
"Hudson city, Ohio","","",""
"    Estimate","10,776","10,329","447"
"Kent city, Ohio","","",""
"    Estimate","16,815","15,521","1,294"
"Kettering city, Ohio","","",""
"    Estimate","29,009","27,710","1,299"
"Lakewood city, Ohio","","",""
"    Estimate","29,614","28,316","1,298"
"Lancaster city, Ohio","","",""
"    Estimate","18,346","17,612","734"
"Lebanon city, Ohio","","",""
"    Estimate","11,622","11,480","142"
"Lima city, Ohio","","",""
"    Estimate","16,612","15,650","962"
"Lorain city, Ohio","","",""
"    Estimate","25,840","24,113","1,727"
"Mansfield city, Ohio","","",""
"    Estimate","20,183","19,031","1,152"
"Marion city, Ohio","","",""
"    Estimate","15,611","14,465","1,146"
"Marysville city, Ohio","","",""
"    Estimate","11,273","11,150","123"
"Mason city, Ohio","","",""
"    Estimate","17,906","17,549","357"
"Massillon city, Ohio","","",""
"    Estimate","16,407","16,140","267"
"Mayfield Heights city, Ohio","","",""
"    Estimate","12,606","12,384","222"
"Medina city, Ohio","","",""
"    Estimate","14,239","13,888","351"
"Mentor city, Ohio","","",""
"    Estimate","24,999","24,259","740"
"Middletown city, Ohio","","",""
"    Estimate","21,783","19,205","2,578"
